plan_id	mhlw_plan_code	prefecture	facility	category	treatment_class	price_status	amount	amount_min	amount_max	tax	unit	product	maker	plan_evidence_url	price_source	merge_status
V41_01E2605013	01E2605013	京都府	Clinique Haru Kyoto	第二種	脂肪由来幹細胞	価格確定	1430000			税込	1部位			https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2605013/5/0	AUTO	READY
V41_01E2605013	01E2605013	京都府	Clinique Haru Kyoto	第二種	脂肪由来幹細胞	価格確定	2090000			税込	1部位			https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2605013/5/0	AUTO	READY
V41_01E2605018	01E2605018	京都府	Clinique Haru Kyoto	第二種	PRP	価格確定	49500			税込	1 回			https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2605018/5/0	AUTO	READY
V41_03E2210008	03E2210008	京都府	S clinic Kyoto	第三種	PRP	価格確定	100000			税別				https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2210008/5/0	AUTO	READY
V41_01E2307004	01E2307004	京都府	医療法人いちまる整形外科クリニック	第三種	PRP	価格確定	55000			不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2307004/5/0	AUTO	READY
V41_01E2506011	01E2506011	京都府	医療法人京都翔医会 西京都病院	第三種	PRP	価格確定	99000			不明		ACP	Arthrex	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2506011/5/0	AUTO	READY
V41_01E2506011	01E2506011	京都府	医療法人京都翔医会 西京都病院	第三種	PRP	価格確定	330000			不明		Angel	Arthrex	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2506011/5/0	AUTO	READY
V41_01E2506011	01E2506011	京都府	医療法人京都翔医会 西京都病院	第三種	PRP	価格確定	55000			不明		ACP	Arthrex	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2506011/5/0	AUTO	READY
V41_01E2506011	01E2506011	京都府	医療法人京都翔医会 西京都病院	第三種	PRP	価格確定	209000			不明		ACP MAX	Arthrex	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2506011/5/0	AUTO	READY
V41_01E2506011	01E2506011	京都府	医療法人京都翔医会 西京都病院	第三種	PRP	価格確定	385000			不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2506011/5/0	AUTO	READY
V41_03E2601002	03E2601002	京都府	医療法人社団千春会  千春会ハイパーサーミアクリニック	第三種	PRP	価格確定	704000			不明	1回	Angel	Arthrex	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2601002/5/0	AUTO	READY
V41_03E2601002	03E2601002	京都府	医療法人社団千春会  千春会ハイパーサーミアクリニック	第三種	PRP	価格確定	88000			不明	片側	ACP	Arthrex	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2601002/5/0	AUTO	READY
V41_03E2601002	03E2601002	京都府	医療法人社団千春会  千春会ハイパーサーミアクリニック	第三種	PRP	価格確定	187000			不明	1回(1部位)	ACP MAX	Arthrex	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2601002/5/0	AUTO	READY
V41_03E2601002	03E2601002	京都府	医療法人社団千春会  千春会ハイパーサーミアクリニック	第三種	PRP	価格確定	352000			不明	1回(1部位)	Angel	Arthrex	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2601002/5/0	AUTO	READY
V41_03E2601002	03E2601002	京都府	医療法人社団千春会  千春会ハイパーサーミアクリニック	第三種	PRP	価格確定	374000			不明	両側	ACP MAX	Arthrex	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2601002/5/0	AUTO	READY
V41_01E2403019	01E2403019	京都府	医療法人社団蒼樹会　山本整形外科	第三種	PRP	価格確定	165000			税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2403019/5/0	AUTO	READY
V41_01E2605002	01E2605002	京都府	医療法人社団親和会 京都木原病院	第三種	PRP	価格確定	80000			不明	1回	MyCells	MyCells系	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2605002/5/0	AUTO	READY
V41_01E2605002	01E2605002	京都府	医療法人社団親和会 京都木原病院	第三種	PRP	価格確定	160000			不明	一回	GPS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2605002/5/0	AUTO	READY
