pilot_id	prefecture	facility	mhlw_plan_code	attachment_index	page	products	makers	maker_basis	evidence_url	evidence_level
PILOT001	京都府	Clinique Haru Kyoto	01E2605018	1	1	MyCells|TriCeLL|YCELL	MyCells系|TriCeLL系|Ycellbio Medical	PRODUCT_DICTIONARY	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2605018/5/1	MHLW_EXACT_PLAN_ATTACHMENT
