plan_id,facility,prefecture,treatment_class,rescue_status,source_label,source_url,amount,tax,unit,score,line,excerpt
V41_02C2601085,医療法人社団　順徳会　下総中山整形外科クリニック,千葉県,脂肪由来幹細胞,NO_PRICE,資料2,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2601085/5/1,500000,税別,1回,6,55万円(税抜50万円),費用 1関節1回投与 55万円(税抜50万円) 2関節1回投与 77万円(税抜70万円)
V41_02C2601085,医療法人社団　順徳会　下総中山整形外科クリニック,千葉県,脂肪由来幹細胞,NO_PRICE,資料2,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2601085/5/1,550000,税別,1回,6,55万円(税抜50万円),費用 1関節1回投与 55万円(税抜50万円) 2関節1回投与 77万円(税抜70万円)
V41_02C2601085,医療法人社団　順徳会　下総中山整形外科クリニック,千葉県,脂肪由来幹細胞,NO_PRICE,資料2,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2601085/5/1,700000,税別,1回,2,77万円(税抜70万円),55万円(税抜50万円) 2関節1回投与 77万円(税抜70万円) 1関節2回投与 77万円(税抜70万円)
V41_02C2601085,医療法人社団　順徳会　下総中山整形外科クリニック,千葉県,脂肪由来幹細胞,NO_PRICE,資料2,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2601085/5/1,770000,税別,1回,2,77万円(税抜70万円),55万円(税抜50万円) 2関節1回投与 77万円(税抜70万円) 1関節2回投与 77万円(税抜70万円)
V41_02C2601086,医療法人社団　順徳会　下総中山整形外科クリニック,千葉県,PRP,STRONG,資料3,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2601086/5/2,55000,税別,両側,13,"PRPを用いた投与1回分(1部位) 55,000円(税抜50,000","のPRPを製造いたします。両側(左右)同時に投与する場合は、投 与2回分となります。 PRPを用いた投与1回分(1部位) 55,000円(税抜50,000 円) (別途、検査費用をご負担いただきます。)"
V41_02C2601087,医療法人社団　順徳会　下総中山整形外科クリニック,千葉県,PRP,STRONG,資料3,https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2601087/5/2,55000,税別,3回分,13,"PRPを用いた投与1回分(1部位) 55,000円(税抜 50,000","(60mL)につき、投与3回分(各投与約2mL、最大で約6mL)の PRPを製造いたします。 PRPを用いた投与1回分(1部位) 55,000円(税抜 50,000 円) (別途、検査費用をご負担いただきます。)"
V41_02E2509003,社会医療法人黎明会　北出病院,和歌山県,脂肪由来幹細胞,NO_PRICE,資料1,https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2509003/5/0,660000,不明,2回,0,"660,000円","880,000円 2回目金額 660,000円 1回目金額 1,210,000円"
V41_02E2509003,社会医療法人黎明会　北出病院,和歌山県,脂肪由来幹細胞,NO_PRICE,資料1,https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2509003/5/0,880000,不明,1回,0,"880,000円","1回目金額 880,000円 2回目金額 660,000円"
V41_02E2509003,社会医療法人黎明会　北出病院,和歌山県,脂肪由来幹細胞,NO_PRICE,資料1,https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2509003/5/0,1210000,不明,1回,0,"1,210,000円","660,000円 1回目金額 1,210,000円 2回目金額 880,000円"
V41_02E2509003,社会医療法人黎明会　北出病院,和歌山県,脂肪由来幹細胞,NO_PRICE,資料1,https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2509003/5/0,1320000,不明,1回,0,"1,320,000円","880,000円 1回目金額 1,320,000円 2回目金額 0円"
V41_02E2509003,社会医療法人黎明会　北出病院,和歌山県,脂肪由来幹細胞,NO_PRICE,資料1,https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2509003/5/0,1760000,不明,1回,0,"1,760,000円","0円 1回目金額 1,760,000円 2回目金額 0円"
V41_03C2305016,医療法人社団祐慈会　井上整形外科クリニック,埼玉県,PRP,STRONG,資料2,https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2305016/5/1,300000,不明,3 回分,11,"300,000 円 (採血及び投与3 回分の費用を含む。)","施術費用は下記の通りとなります。 PRP 変形性膝関節症治療 300,000 円 (採血及び投与3 回分の費用を含む。) ・ 3 回が当クリニックさだめた治療回数です。治療間隔については症状を見ながら決めます。3 回終了後半年間の経過観察を行い、再度治療の適応があるかどうかを決めていきます。"
V41_01E2606017,医療法人信生会 Rクリニック,大阪府,脂肪由来幹細胞,STRONG,資料2,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2606017/5/1,110000,税込,両膝,13,"ASC バンキング:1 年目無料、2 年目以降は1 年につき110,000 円(税込)","約2 週間の短期間培養:追加料金550,000 円(税込) • ASC バンキング:1 年目無料、2 年目以降は1 年につき110,000 円(税込) 本治療は公的医療保険の対象外であり、全額自己負担です。両膝を治療する場合は、各膝について治療費 が発生します。脂肪採取後は、原則として直ちに輸送及び培養加工工程に入るため、脂肪採取後に同意を"
V41_01E2606017,医療法人信生会 Rクリニック,大阪府,脂肪由来幹細胞,STRONG,資料2,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2606017/5/1,550000,税込,1 億個,13,"約2 週間の短期間培養:追加料金550,000 円(税込)","1 膝・1 億個投与:2,200,000 円(税込) • 約2 週間の短期間培養:追加料金550,000 円(税込) • ASC バンキング:1 年目無料、2 年目以降は1 年につき110,000 円(税込)"
V41_01E2606017,医療法人信生会 Rクリニック,大阪府,脂肪由来幹細胞,STRONG,資料2,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2606017/5/1,2200000,税込,1 億個,1,"1 膝・1 億個投与:2,200,000 円(税込)","別紙2.費用、短期間培養及び返金 • 1 膝・1 億個投与:2,200,000 円(税込) • 約2 週間の短期間培養:追加料金550,000 円(税込)"
V41_01E2307007,医療法人光明会　もりあきクリニック,大阪府,PRP,STRONG,資料2,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2307007/5/1,40800,税込,,13,"PRP 1ml/採血量 約10ml =40,800円(消費税込)","る場合があります。 □ 本治療にかかる費用は以下の通りです。 PRP 1ml/採血量 約10ml =40,800円(消費税込) PRP 2ml/採血量 約20ml =62,800円(消費税込) □ 細胞提供者と受領者(施術対象者)は同一人のため、細胞提供者"
V41_01E2307007,医療法人光明会　もりあきクリニック,大阪府,PRP,STRONG,資料2,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2307007/5/1,62800,税込,,13,"PRP 2ml/採血量 約20ml =62,800円(消費税込)","□ 本治療にかかる費用は以下の通りです。 PRP 1ml/採血量 約10ml =40,800円(消費税込) PRP 2ml/採血量 約20ml =62,800円(消費税込) □ 細胞提供者と受領者(施術対象者)は同一人のため、細胞提供者 の選択は行いません。"
V41_01E2302002,医療法人恒晴会　心斎橋ペインクリニック,大阪府,PRP,STRONG,資料3,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2302002/5/2,55000,税込,,13,"き、55,000 円(税込)となります。また、同意を撤回された場合でも、PRP の製造","この治療は、健康保険が適用されない自由診療です。そのため、患者様の費用負担が 他の治療よりも高額になることがあります。Condensia による施術料は1 キットにつ き、55,000 円(税込)となります。また、同意を撤回された場合でも、PRP の製造 に使用する機器の費用(使い回しができません)等として、治療にかかる費用の50% をご負担いただきます。"
V41_01E2302002,医療法人恒晴会　心斎橋ペインクリニック,大阪府,PRP,STRONG,資料3,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2302002/5/2,55000,税込,,6,"キット × 55,000 円(税込) = 円(税込)","をご負担いただきます。 今回の療法での具体的な費用は、 キット × 55,000 円(税込) = 円(税込) ご負担いただきます。ご不明な点は医師・スタッフにお尋ねください。 9.健康被害が発生した際の処置と補償等について"
V41_01E2111002,医療法人神明会　印どうメディカルクリニック,大阪府,PRP,MEDIUM,資料3,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2111002/5/2,33000,税込,,10,"き、33,000 円(税込)となります。","この治療は、健康保険が適用されない自由診療です。そのため、患者様の費用負担が 他の治療よりも高額になることがあります。Condensia による施術料は1 キットにつ き、33,000 円(税込)となります。 今回の療法での具体的な費用は、 キット × 33,000 円(税込) = 円(税込)"
V41_01E2111002,医療法人神明会　印どうメディカルクリニック,大阪府,PRP,MEDIUM,資料3,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2111002/5/2,33000,税込,,6,"キット × 33,000 円(税込) = 円(税込)","き、33,000 円(税込)となります。 今回の療法での具体的な費用は、 キット × 33,000 円(税込) = 円(税込) ご負担いただきます。ご不明な点は医師・スタッフにお尋ねください。 9.健康被害が発生した際の処置と補償等について"
V41_01E2111019,医療法人誠幸会　わだ整形外科クリニック,大阪府,PRP,MEDIUM,資料3,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2111019/5/2,30000,税別,,10,"き、30,000 円(税別)となります。","この治療は、健康保険が適用されない自由診療です。そのため、患者様の費用負担が 他の治療よりも高額になることがあります。Condensia による施術料は1 キットにつ き、30,000 円(税別)となります。 今回の療法での具体的な費用は、 キット × 30,000 円(税別) = 円(税別)"
V41_01E2111019,医療法人誠幸会　わだ整形外科クリニック,大阪府,PRP,MEDIUM,資料3,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2111019/5/2,30000,税別,,6,"キット × 30,000 円(税別) = 円(税別)","き、30,000 円(税別)となります。 今回の療法での具体的な費用は、 キット × 30,000 円(税別) = 円(税別) ご負担いただきます。ご不明な点は医師・スタッフにお尋ねください。 9.健康被害が発生した際の処置と補償等について"
V41_01E2505012,吹田くわた内科・ペインクリニック,大阪府,PRP,NO_PRICE,資料2,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2505012/5/1,15000,不明,,4,"+15,000 円","料金 部位追加(1 箇所) +15,000 円 術後フォローカウンセリング(15 分) +3,000 円"
V41_01E2505012,吹田くわた内科・ペインクリニック,大阪府,PRP,NO_PRICE,資料2,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2505012/5/1,50000,不明,1 回,4,"50,000 円","料金 初回お試し 50,000 円 1 回(2 回目以降) 60,000 円 3 回セット"
V41_01E2505012,吹田くわた内科・ペインクリニック,大阪府,PRP,NO_PRICE,資料2,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2505012/5/1,55000,不明,1 回,4,"165,000 円(1 回あたり55,000 円)","1 回(2 回目以降) 60,000 円 3 回セット 165,000 円(1 回あたり55,000 円) 【料金に含まれる内容】 •"
V41_01E2505012,吹田くわた内科・ペインクリニック,大阪府,PRP,NO_PRICE,資料2,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2505012/5/1,165000,不明,1 回,4,"165,000 円(1 回あたり55,000 円)","1 回(2 回目以降) 60,000 円 3 回セット 165,000 円(1 回あたり55,000 円) 【料金に含まれる内容】 •"
V41_01E2505012,吹田くわた内科・ペインクリニック,大阪府,PRP,NO_PRICE,資料2,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2505012/5/1,60000,不明,3 回,2,"2. 実施分は単回料金(1 回60,000 円)で計算いたします。","【3 回セットご契約時の途中解約規定】 1. ご契約後に治療を途中で終了される場合は、以下の方法で清算いたします。 2. 実施分は単回料金(1 回60,000 円)で計算いたします。 3. 未実施分については、キャンセル料として残回数分の20%相当額を申し受けま す。"
V41_01E2505012,吹田くわた内科・ペインクリニック,大阪府,PRP,NO_PRICE,資料2,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2505012/5/1,60000,不明,1 回,0,"1 回(2 回目以降) 60,000 円","初回お試し 50,000 円 1 回(2 回目以降) 60,000 円 3 回セット 165,000 円(1 回あたり55,000 円)"
V41_01E2505012,吹田くわた内科・ペインクリニック,大阪府,PRP,NO_PRICE,資料2,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2505012/5/1,60000,不明,3 回,-5,"実施分:60,000 円×2 回=120,000 円","《例:3 回セットご契約後、2 回で終了の場合》 • 実施分:60,000 円×2 回=120,000 円 • 未実施分キャンセル料:60,000 円×1 回×20%=12,000 円"
V41_01E2505012,吹田くわた内科・ペインクリニック,大阪府,PRP,NO_PRICE,資料2,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2505012/5/1,120000,不明,3 回,-5,"実施分:60,000 円×2 回=120,000 円","《例:3 回セットご契約後、2 回で終了の場合》 • 実施分:60,000 円×2 回=120,000 円 • 未実施分キャンセル料:60,000 円×1 回×20%=12,000 円"
V41_01E2505012,吹田くわた内科・ペインクリニック,大阪府,PRP,NO_PRICE,資料2,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2505012/5/1,132000,不明,1 回,-5,"清算合計:132,000 円","未実施分キャンセル料:60,000 円×1 回×20%=12,000 円 • 清算合計:132,000 円 • 差額がある場合は返金または追加ご請求"
V41_01E2505012,吹田くわた内科・ペインクリニック,大阪府,PRP,NO_PRICE,資料2,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2505012/5/1,60000,不明,2 回,-12,"未実施分キャンセル料:60,000 円×1 回×20%=12,000 円","実施分:60,000 円×2 回=120,000 円 • 未実施分キャンセル料:60,000 円×1 回×20%=12,000 円 • 清算合計:132,000 円"
V41_01E2505013,吹田くわた内科・ペインクリニック,大阪府,PRP,NO_PRICE,資料2,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2505013/5/1,15000,不明,,4,"+15,000 円","料金 部位追加(1 箇所) +15,000 円 術後フォローカウンセリング(15 分) +3,000 円"
V41_01E2505013,吹田くわた内科・ペインクリニック,大阪府,PRP,NO_PRICE,資料2,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2505013/5/1,50000,不明,1 回,4,"50,000 円","料金 初回お試し 50,000 円 1 回(2 回目以降) 60,000 円 3 回セット"
V41_01E2505013,吹田くわた内科・ペインクリニック,大阪府,PRP,NO_PRICE,資料2,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2505013/5/1,55000,不明,1 回,4,"165,000 円(1 回あたり55,000 円)","1 回(2 回目以降) 60,000 円 3 回セット 165,000 円(1 回あたり55,000 円) 【料金に含まれる内容】 •"
V41_01E2505013,吹田くわた内科・ペインクリニック,大阪府,PRP,NO_PRICE,資料2,https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2505013/5/1,165000,不明,1 回,4,"165,000 円(1 回あたり55,000 円)","1 回(2 回目以降) 60,000 円 3 回セット 165,000 円(1 回あたり55,000 円) 【料金に含まれる内容】 •"
