lane	queue_index	plan_id	mhlw_plan_code	facility_id	prefecture	facility	category	treatment_class	status	amount	tax	unit	products	makers	document_url	ranking_eligible	merge_status	qc_reason
A	101	P00684	01D2510006	F0485	静岡県	医療法人社団平成会 藤枝平成記念病院	第二種	PRP	QC	300000	税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2510006/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
A	102	P00756	01D2505008	F0481	静岡県	医療法人社団明仁会 静岡リハビリペインクリニック	第三種	PRP	QC	40000	税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2505008/5/0	false	REVIEW_QC_CANDIDATE	no price found after text/OCR pass
A	103	P00680	01D2505007	F0481	静岡県	医療法人社団明仁会 静岡リハビリペインクリニック	第二種	PRP	AUTO	40000	税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2505007/5/0	true	READY_AUTO	line-level medium price context
A	104	P00679	03D2510004	F0480	静岡県	医療法人社団明徳会 十全記念病院	第二種	PRP	AUTO	20000	税込	3回	APS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/03D2510004/5/0	true	READY_AUTO	
A	104	P00679	03D2510004	F0480	静岡県	医療法人社団明徳会 十全記念病院	第二種	PRP	AUTO	200000	税込	3回	APS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/03D2510004/5/0	true	READY_AUTO	
A	105	P00681	01D2602005	F0482	静岡県	医療法人社団浜本整形外科医院	第二種	PRP	AUTO	50000	税込	3 回	ACP|APS|GPS	Arthrex|Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2602005/5/0	true	READY_AUTO	
A	105	P00681	01D2602005	F0482	静岡県	医療法人社団浜本整形外科医院	第二種	PRP	AUTO	150000	税込	3 回	ACP|APS|GPS	Arthrex|Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2602005/5/0	true	READY_AUTO	
A	105	P00681	01D2602005	F0482	静岡県	医療法人社団浜本整形外科医院	第二種	PRP	AUTO	300000	税込	3 回	ACP|APS|GPS	Arthrex|Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2602005/5/0	true	READY_AUTO	
A	106	P00678	01D2210003	F0479	静岡県	医療法人社団髙伸会 伊豆高原メディカル たかやなぎ整形外科	第二種	脂肪由来MSC	AUTO	1000000	税別				https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2210003/5/0	true	READY_AUTO	line-level strong price context
A	106	P00678	01D2210003	F0479	静岡県	医療法人社団髙伸会 伊豆高原メディカル たかやなぎ整形外科	第二種	脂肪由来MSC	AUTO	500000	税別				https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2210003/5/0	true	READY_AUTO	line-level strong price context
A	106	P00678	01D2210003	F0479	静岡県	医療法人社団髙伸会 伊豆高原メディカル たかやなぎ整形外科	第二種	脂肪由来MSC	AUTO	1000000	税別				https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2210003/5/0	true	READY_AUTO	line-level strong price context
A	107	P00760	03D2504001	F0487	静岡県	国立大学法人浜松医科大学 浜松医科大学医学部附属病院	第三種	PRP	AUTO	76400	税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/03D2504001/5/0	true	READY_AUTO	line-level strong price context
A	108	P00686	03D2504002	F0487	静岡県	国立大学法人浜松医科大学 浜松医科大学医学部附属病院	第二種	PRP	AUTO	205800	税込	1 回			https://saiseiiryo.mhlw.go.jp/published_plan/download/03D2504002/5/0	true	READY_AUTO	
A	108	P00686	03D2504002	F0487	静岡県	国立大学法人浜松医科大学 浜松医科大学医学部附属病院	第二種	PRP	AUTO	67200	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/03D2504002/5/0	true	READY_AUTO	
A	109	P00761	02D2510005	F0488	静岡県	富士整形外科病院	第三種	PRP	AUTO	30000	税込	1回			https://saiseiiryo.mhlw.go.jp/published_plan/download/02D2510005/5/0	true	READY_AUTO	
A	109	P00761	02D2510005	F0488	静岡県	富士整形外科病院	第三種	PRP	AUTO	35000	税込	1回			https://saiseiiryo.mhlw.go.jp/published_plan/download/02D2510005/5/0	true	READY_AUTO	
A	110	P00687	02D2510006	F0488	静岡県	富士整形外科病院	第二種	PRP	AUTO	250000	税込	2回分			https://saiseiiryo.mhlw.go.jp/published_plan/download/02D2510006/5/0	true	READY_AUTO	
A	110	P00687	02D2510006	F0488	静岡県	富士整形外科病院	第二種	PRP	AUTO	300000	税込	2回分			https://saiseiiryo.mhlw.go.jp/published_plan/download/02D2510006/5/0	true	READY_AUTO	
A	111	P00762	01D2502005	F0489	静岡県	清水サルバス整形外科・糖尿病内分泌クリニック	第三種	PRP	AUTO	30000	税別	1回	ACP|GPS	Arthrex|Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2502005/5/0	true	READY_AUTO	
A	111	P00762	01D2502005	F0489	静岡県	清水サルバス整形外科・糖尿病内分泌クリニック	第三種	PRP	AUTO	150000	税別	1回	ACP|GPS	Arthrex|Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2502005/5/0	true	READY_AUTO	
A	111	P00762	01D2502005	F0489	静岡県	清水サルバス整形外科・糖尿病内分泌クリニック	第三種	PRP	AUTO	180000	税別	1回	ACP|GPS	Arthrex|Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2502005/5/0	true	READY_AUTO	
A	112	P00688	01D2501002	F0489	静岡県	清水サルバス整形外科・糖尿病内分泌クリニック	第二種	PRP	AUTO	50000	税別	1回	ACP|APS|GPS	Arthrex|Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2501002/5/0	true	READY_AUTO	
A	112	P00688	01D2501002	F0489	静岡県	清水サルバス整形外科・糖尿病内分泌クリニック	第二種	PRP	AUTO	150000	税別	1回	ACP|APS|GPS	Arthrex|Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2501002/5/0	true	READY_AUTO	
A	112	P00688	01D2501002	F0489	静岡県	清水サルバス整形外科・糖尿病内分泌クリニック	第二種	PRP	AUTO	180000	税別	1回	ACP|APS|GPS	Arthrex|Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2501002/5/0	true	READY_AUTO	
A	112	P00688	01D2501002	F0489	静岡県	清水サルバス整形外科・糖尿病内分泌クリニック	第二種	PRP	AUTO	300000	税別	1回	ACP|APS|GPS	Arthrex|Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2501002/5/0	true	READY_AUTO	
A	113	P00763	03D2607004	F0490	静岡県	社会福祉法人聖隷福祉事業団 総合病院 聖隷浜松病院	第三種	PRP	AUTO	27500	不明		GPS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/03D2607004/5/0	true	READY_AUTO	
A	113	P00763	03D2607004	F0490	静岡県	社会福祉法人聖隷福祉事業団 総合病院 聖隷浜松病院	第三種	PRP	AUTO	105600	不明		GPS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/03D2607004/5/0	true	READY_AUTO	
A	113	P00763	03D2607004	F0490	静岡県	社会福祉法人聖隷福祉事業団 総合病院 聖隷浜松病院	第三種	PRP	AUTO	330000	不明		GPS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/03D2607004/5/0	true	READY_AUTO	
A	114	P00689	03D2607003	F0490	静岡県	社会福祉法人聖隷福祉事業団 総合病院 聖隷浜松病院	第二種	PRP	AUTO	27500	不明		GPS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/03D2607003/5/0	true	READY_AUTO	
A	114	P00689	03D2607003	F0490	静岡県	社会福祉法人聖隷福祉事業団 総合病院 聖隷浜松病院	第二種	PRP	AUTO	105600	不明		GPS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/03D2607003/5/0	true	READY_AUTO	
A	114	P00689	03D2607003	F0490	静岡県	社会福祉法人聖隷福祉事業団 総合病院 聖隷浜松病院	第二種	PRP	AUTO	330000	不明		GPS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/03D2607003/5/0	true	READY_AUTO	
A	115	P00764	01D1903004	F0491	静岡県	錦野クリニック	第三種	PRP	QC						https://saiseiiryo.mhlw.go.jp/published_plan/download/01D1903004/5/0	false	REVIEW_QC_NO_PRICE	no price found after text/OCR pass
A	116	P00690	01D1903003	F0491	静岡県	錦野クリニック	第二種	PRP	QC						https://saiseiiryo.mhlw.go.jp/published_plan/download/01D1903003/5/0	false	REVIEW_QC_NO_PRICE	no price found after text/OCR pass
A	117	P00691	03D2607002	F0492	静岡県	順天堂大学医学部附属 静岡病院	第二種	PRP	QC	350000	税別				https://saiseiiryo.mhlw.go.jp/published_plan/download/03D2607002/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
