lane	queue_index	plan_id	mhlw_plan_code	facility_id	prefecture	facility	category	treatment_class	status	amount	tax	unit	products	makers	document_url	ranking_eligible	merge_status	qc_reason
C	51	P00328	01C2112032	F0285	東京都	医療法人社団景星会 大塚北口診療所	第二種	PRP	QC						https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2112032/5/0	false	REVIEW_QC_NO_PRICE	no price found after text/OCR pass
C	52	P00329	01C2511043	F0286	東京都	医療法人社団晴美会 麹町リバース今井整形外科クリニック	第二種	PRP	QC						https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2511043/5/0	false	REVIEW_QC_NO_PRICE	no price found after text/OCR pass
C	53	P00256	03C2510028	F0298	東京都	医療法人社団活寿会 東京ひざ関節症クリニック銀座院	第二種	PRP	AUTO	220000	税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2510028/5/0	true	READY_AUTO	
C	53	P00256	03C2510028	F0298	東京都	医療法人社団活寿会 東京ひざ関節症クリニック銀座院	第二種	PRP	AUTO	440000	税込	1 回	APS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2510028/5/0	true	READY_AUTO	
C	54	P00257	01C2503037	F0299	東京都	医療法人社団熊野前医院 たいら整形外科	第二種	PRP	QC						https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2503037/5/0	false	REVIEW_QC_NO_PRICE	no price found after text/OCR pass
C	55	P00258	02C2508036	F0300	東京都	医療法人社団珠光会 HASUMI免疫クリニック	第二種	脂肪由来MSC	QC	15400	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508036/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
C	55	P00258	02C2508036	F0300	東京都	医療法人社団珠光会 HASUMI免疫クリニック	第二種	脂肪由来MSC	QC	29700	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508036/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
C	55	P00258	02C2508036	F0300	東京都	医療法人社団珠光会 HASUMI免疫クリニック	第二種	脂肪由来MSC	QC	104700	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508036/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
C	55	P00258	02C2508036	F0300	東京都	医療法人社団珠光会 HASUMI免疫クリニック	第二種	脂肪由来MSC	QC	770000	不明	2回			https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508036/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
C	55	P00258	02C2508036	F0300	東京都	医療法人社団珠光会 HASUMI免疫クリニック	第二種	脂肪由来MSC	QC	880000	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508036/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
C	55	P00258	02C2508036	F0300	東京都	医療法人社団珠光会 HASUMI免疫クリニック	第二種	脂肪由来MSC	QC	3300000	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508036/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
C	55	P00258	02C2508036	F0300	東京都	医療法人社団珠光会 HASUMI免疫クリニック	第二種	脂肪由来MSC	QC	4400000	不明	2回			https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508036/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
C	55	P00258	02C2508036	F0300	東京都	医療法人社団珠光会 HASUMI免疫クリニック	第二種	脂肪由来MSC	QC	38500	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508036/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
C	55	P00258	02C2508036	F0300	東京都	医療法人社団珠光会 HASUMI免疫クリニック	第二種	脂肪由来MSC	QC	2750	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508036/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
C	55	P00258	02C2508036	F0300	東京都	医療法人社団珠光会 HASUMI免疫クリニック	第二種	脂肪由来MSC	QC	1650000	不明	2回			https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508036/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
C	55	P00258	02C2508036	F0300	東京都	医療法人社団珠光会 HASUMI免疫クリニック	第二種	脂肪由来MSC	QC	2200000	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508036/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
C	55	P00258	02C2508036	F0300	東京都	医療法人社団珠光会 HASUMI免疫クリニック	第二種	脂肪由来MSC	QC	2640000	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508036/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
C	55	P00258	02C2508036	F0300	東京都	医療法人社団珠光会 HASUMI免疫クリニック	第二種	脂肪由来MSC	QC	3520000	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508036/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
C	55	P00258	02C2508036	F0300	東京都	医療法人社団珠光会 HASUMI免疫クリニック	第二種	脂肪由来MSC	QC	5500	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508036/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
C	55	P00258	02C2508036	F0300	東京都	医療法人社団珠光会 HASUMI免疫クリニック	第二種	脂肪由来MSC	QC	11000	税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508036/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
C	56	P00259	02C2508058	F0300	東京都	医療法人社団珠光会 HASUMI免疫クリニック	第二種	脂肪由来MSC	QC	15400	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508058/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
C	56	P00259	02C2508058	F0300	東京都	医療法人社団珠光会 HASUMI免疫クリニック	第二種	脂肪由来MSC	QC	29700	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508058/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
C	56	P00259	02C2508058	F0300	東京都	医療法人社団珠光会 HASUMI免疫クリニック	第二種	脂肪由来MSC	QC	104700	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508058/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
C	56	P00259	02C2508058	F0300	東京都	医療法人社団珠光会 HASUMI免疫クリニック	第二種	脂肪由来MSC	QC	770000	不明	2回			https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508058/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
C	56	P00259	02C2508058	F0300	東京都	医療法人社団珠光会 HASUMI免疫クリニック	第二種	脂肪由来MSC	QC	880000	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508058/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
C	56	P00259	02C2508058	F0300	東京都	医療法人社団珠光会 HASUMI免疫クリニック	第二種	脂肪由来MSC	QC	3300000	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508058/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
C	56	P00259	02C2508058	F0300	東京都	医療法人社団珠光会 HASUMI免疫クリニック	第二種	脂肪由来MSC	QC	4400000	不明	2回			https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508058/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
C	56	P00259	02C2508058	F0300	東京都	医療法人社団珠光会 HASUMI免疫クリニック	第二種	脂肪由来MSC	QC	38500	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508058/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
C	56	P00259	02C2508058	F0300	東京都	医療法人社団珠光会 HASUMI免疫クリニック	第二種	脂肪由来MSC	QC	2750	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508058/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
C	56	P00259	02C2508058	F0300	東京都	医療法人社団珠光会 HASUMI免疫クリニック	第二種	脂肪由来MSC	QC	1650000	不明	2回			https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508058/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
C	56	P00259	02C2508058	F0300	東京都	医療法人社団珠光会 HASUMI免疫クリニック	第二種	脂肪由来MSC	QC	2200000	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508058/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
C	56	P00259	02C2508058	F0300	東京都	医療法人社団珠光会 HASUMI免疫クリニック	第二種	脂肪由来MSC	QC	2640000	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508058/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
C	56	P00259	02C2508058	F0300	東京都	医療法人社団珠光会 HASUMI免疫クリニック	第二種	脂肪由来MSC	QC	3520000	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508058/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
C	56	P00259	02C2508058	F0300	東京都	医療法人社団珠光会 HASUMI免疫クリニック	第二種	脂肪由来MSC	QC	5500	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508058/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
C	56	P00259	02C2508058	F0300	東京都	医療法人社団珠光会 HASUMI免疫クリニック	第二種	脂肪由来MSC	QC	11000	税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508058/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
C	57	P00326	01C2502046	F0303	東京都	医療法人社団白慈会 白金坂の上診療所	第二種	脂肪由来幹細胞	QC						https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2502046/5/0	false	REVIEW_QC_NO_PRICE	no price found after text/OCR pass
C	58	P00325	01C1903021	F0304	東京都	医療法人社団白鳳会 大角医院	第二種	PRP	AUTO	150000	税別		APS|GPS|Zimmer	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C1903021/5/0	true	READY_AUTO	
C	58	P00325	01C1903021	F0304	東京都	医療法人社団白鳳会 大角医院	第二種	PRP	AUTO	300000	税別		APS|GPS|Zimmer	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C1903021/5/0	true	READY_AUTO	
C	59	P00327	01C2505020	F0306	東京都	医療法人社団研裕会 紀尾井町プラザクリニック歯科・美容外科	第二種	PRGF	AUTO	165000	税込	1回			https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2505020/5/0	true	READY_AUTO	
C	60	P00275	03C2511011	F0319	東京都	医療法人社団青泉会 下北沢病院	第二種	脂肪由来幹細胞	QC	1500000	不明	1 回			https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2511011/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
C	60	P00275	03C2511011	F0319	東京都	医療法人社団青泉会 下北沢病院	第二種	脂肪由来幹細胞	QC	1500000	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2511011/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
C	61	P00276	02C2512064	F0320	東京都	医療法人社団順公会 佐藤整形外科	第二種	PRP	QC						https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2512064/5/0	false	REVIEW_QC_NO_PRICE	no price found after text/OCR pass
C	62	P00277	01C2603045	F0321	東京都	医療法人社団順永会 目黒さこだ整形外科	第二種	PRP	AUTO	55000	税込	1回			https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2603045/5/0	true	READY_AUTO	line-level strong price context
C	62	P00277	01C2603045	F0321	東京都	医療法人社団順永会 目黒さこだ整形外科	第二種	PRP	AUTO	3300	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2603045/5/0	true	READY_AUTO	line-level strong price context
C	62	P00277	01C2603045	F0321	東京都	医療法人社団順永会 目黒さこだ整形外科	第二種	PRP	AUTO	3300	税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2603045/5/0	true	READY_AUTO	line-level strong price context
C	62	P00277	01C2603045	F0321	東京都	医療法人社団順永会 目黒さこだ整形外科	第二種	PRP	AUTO	11000	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2603045/5/0	true	READY_AUTO	line-level strong price context
C	62	P00277	01C2603045	F0321	東京都	医療法人社団順永会 目黒さこだ整形外科	第二種	PRP	AUTO	55000	税込	1回			https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2603045/5/0	true	READY_AUTO	line-level strong price context
C	62	P00277	01C2603045	F0321	東京都	医療法人社団順永会 目黒さこだ整形外科	第二種	PRP	AUTO	55000	税込	1回			https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2603045/5/0	true	READY_AUTO	line-level strong price context
C	62	P00277	01C2603045	F0321	東京都	医療法人社団順永会 目黒さこだ整形外科	第二種	PRP	AUTO	165000	税込	1回			https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2603045/5/0	true	READY_AUTO	line-level strong price context
