lane	queue_index	plan_id	mhlw_plan_code	facility_id	prefecture	facility	category	treatment_class	status	amount	tax	unit	products	makers	document_url	ranking_eligible	merge_status	qc_reason
B	51	P00181	03C2603002	F0290	東京都	一般社団法人東京リライフ 東京リライフクリニック	第三種	PRP	QC						https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2603002/5/0	false	REVIEW_QC_NO_PRICE	no price found after text/OCR pass
B	52	P00182	01C2308050	F0241	東京都	三宿通り整形外科クリニック	第三種	PRP	QC	55000	税込	1 回			https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2308050/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
B	52	P00182	01C2308050	F0241	東京都	三宿通り整形外科クリニック	第三種	PRP	QC	88000	不明	1 回			https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2308050/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
B	53	P00183	01C1906019	F0242	東京都	三軒茶屋整形外科・スポーツクリニック	第三種	PRP	AUTO	200000	不明		GPS|Zimmer	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C1906019/5/0	true	READY_AUTO	
B	54	P00184	02C2601090	F0243	東京都	上石神井オチクリニック整形外科	第三種	PRP	AUTO	6000	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2601090/5/0	true	READY_AUTO	line-level strong price context
B	54	P00184	02C2601090	F0243	東京都	上石神井オチクリニック整形外科	第三種	PRP	AUTO	55000	税込	3回分			https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2601090/5/0	true	READY_AUTO	line-level strong price context
B	54	P00184	02C2601090	F0243	東京都	上石神井オチクリニック整形外科	第三種	PRP	AUTO	55000	税込	1回			https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2601090/5/0	true	READY_AUTO	line-level strong price context
B	54	P00184	02C2601090	F0243	東京都	上石神井オチクリニック整形外科	第三種	PRP	AUTO	165000	税込	1回			https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2601090/5/0	true	READY_AUTO	line-level strong price context
B	55	P00157	01C2603001	F0256	東京都	六本木北浜診療所	第二種	PRP	QC						https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2603001/5/0	false	REVIEW_QC_NO_PRICE	no price found after text/OCR pass
B	56	P00158	01C2208006	F0259	東京都	北千束整形外科	第二種	脂肪由来MSC	QC						https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2208006/5/0	false	REVIEW_QC_NO_PRICE	no price found after text/OCR pass
B	57	P00160	02C2606030	F0261	東京都	北青山Dクリニック	第二種	脂肪由来MSC	AUTO	1500000	税別				https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2606030/5/0	true	READY_AUTO	line-level strong price context
B	58	P00161	02C2606029	F0261	東京都	北青山Dクリニック	第二種	脂肪由来MSC	AUTO	1500000	税別				https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2606029/5/0	true	READY_AUTO	line-level strong price context
B	59	P00185	01C2307044	F0222	東京都	医療法人さくら会 銀座NANAクリニック	第三種	PRP	AUTO	220000	税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2307044/5/0	true	READY_AUTO	line-level medium price context
B	60	P00216	02C2206047	F0267	東京都	医療法人山本・前田記念会 前田病院	第二種	PRP	AUTO	120000	税別		APS|GPS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2206047/5/0	true	READY_AUTO	
B	60	P00216	02C2206047	F0267	東京都	医療法人山本・前田記念会 前田病院	第二種	PRP	AUTO	260000	税別		APS|GPS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2206047/5/0	true	READY_AUTO	
B	61	P00217	02C2506077	F0279	東京都	医療法人慶春会 脳梗塞・脊髄損傷クリニック銀座院	第二種	脂肪由来幹細胞	QC						https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2506077/5/0	false	REVIEW_QC_NO_PRICE	no price found after text/OCR pass
B	62	P00186	03C2309035	F0206	東京都	医療法人社団ARen 大森整形外科	第三種	PRP	QC						https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2309035/5/0	false	REVIEW_QC_NO_PRICE	no price found after text/OCR pass
B	63	P00187	01C1912059	F0208	東京都	医療法人社団BODHI Dr.KAKUKOスポーツクリニック	第三種	PRP	AUTO	50000	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/01C1912059/5/0	true	READY_AUTO	line-level strong price context
B	63	P00187	01C1912059	F0208	東京都	医療法人社団BODHI Dr.KAKUKOスポーツクリニック	第三種	PRP	AUTO	80000	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/01C1912059/5/0	true	READY_AUTO	line-level strong price context
B	64	P00188	01C2503017	F0212	東京都	医療法人社団M-TAC 文京整形外科	第三種	PRP	AUTO	50000	税込		ACP MAX|ACP	Arthrex	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2503017/5/0	true	READY_AUTO	
B	64	P00188	01C2503017	F0212	東京都	医療法人社団M-TAC 文京整形外科	第三種	PRP	AUTO	209000	税込		ACP MAX|ACP	Arthrex	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2503017/5/0	true	READY_AUTO	
B	64	P00188	01C2503017	F0212	東京都	医療法人社団M-TAC 文京整形外科	第三種	PRP	AUTO	99000	税込		ACP MAX|ACP	Arthrex	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2503017/5/0	true	READY_AUTO	
B	65	P00209	01C2404006	F0224	東京都	医療法人社団アーツメディック さかい整形外科	第三種	PRP	AUTO	49500	税込	3 回分			https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2404006/5/0	true	READY_AUTO	
B	65	P00209	01C2404006	F0224	東京都	医療法人社団アーツメディック さかい整形外科	第三種	PRP	AUTO	132000	税込	3 回分			https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2404006/5/0	true	READY_AUTO	
B	65	P00209	01C2404006	F0224	東京都	医療法人社団アーツメディック さかい整形外科	第三種	PRP	AUTO	19800	税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2404006/5/0	true	READY_AUTO	
