plan_id	mhlw_plan_code	prefecture	facility	category	treatment_class	price_status	amount	amount_min	amount_max	tax	unit	product	maker	plan_evidence_url	price_source	merge_status
V41_02E2508015	02E2508015	大阪府	医療法人Nクリニック　本町Nクリニック	第三種	PRP	価格確定	55000			不明	1回			https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2508015/5/0	AUTO	READY
V41_01E2604003	01E2604003	大阪府	医療法人　Nクリニック	第二種	PRP	価格確定	750000			不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2604003/5/0	AUTO	READY
V41_01E2504019	01E2504019	大阪府	医療法人　厚心会　まつかわ整形外科クリニック	第三種	PRP	価格確定	60500			不明		ACP	Arthrex	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2504019/5/0	AUTO	READY
V41_01E2504019	01E2504019	大阪府	医療法人　厚心会　まつかわ整形外科クリニック	第三種	PRP	価格確定	137500			不明		MAGELLAN	MAGELLAN系	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2504019/5/0	AUTO	READY
V41_01E2504019	01E2504019	大阪府	医療法人　厚心会　まつかわ整形外科クリニック	第三種	PRP	価格確定	269500			不明		MAGELLAN	MAGELLAN系	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2504019/5/0	AUTO	READY
V41_01E2411018	01E2411018	大阪府	医療法人　翔寿会　こんどう整形外科クリニック	第三種	PRP	価格確定	33000			税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2411018/5/0	AUTO	READY
V41_01E2104018	01E2104018	大阪府	医療法人一幸会 いっしん整形外科	第三種	PRP	価格確定	30900			税込	2 回分			https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2104018/5/0	AUTO	READY
V41_02E2606005	02E2606005	大阪府	医療法人亮星会　ほしやま整形外科医院	第三種	PRP	価格確定	250000			税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2606005/5/0	AUTO	READY
V41_01E2606017	01E2606017	大阪府	医療法人信生会 Rクリニック	第二種	脂肪由来幹細胞	価格確定	2200000			税込	1膝・1億個投与	脂肪由来幹細胞		https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2606017/5/0	AUTO	READY
V41_01E2510034	01E2510034	大阪府	医療法人健爽会　ReO Clinic	第二種	脂肪由来幹細胞	価格確定	4400000			税込	1回			https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2510034/5/0	AUTO	READY
V41_02E2606021	02E2606021	大阪府	医療法人光明会  もりあきクリニック	第二種	脂肪由来幹細胞	価格確定	3355000			税込	1回			https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2606021/5/0	AUTO	READY
V41_01E2307007	01E2307007	大阪府	医療法人光明会　もりあきクリニック	第三種	PRP	価格確定	40800			税込	PRP 1mL・採血約10mL	PRP		https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2307007/5/0	AUTO	READY
V41_01E2307007	01E2307007	大阪府	医療法人光明会　もりあきクリニック	第三種	PRP	価格確定	62800			税込	PRP 2mL・採血約20mL	PRP		https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2307007/5/0	AUTO	READY
V41_03E2409028	03E2409028	大阪府	医療法人再生会  そばじまクリニック　ニューオータニ大阪院	第二種	脂肪由来幹細胞	価格確定	1320000			税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2409028/5/0	AUTO	READY
V41_01E2304028	01E2304028	大阪府	医療法人再生会　そばじまクリニック	第二種	その他MSK	価格確定	600000			税別				https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2304028/5/0	AUTO	READY
V41_03E2103018	03E2103018	大阪府	医療法人再生会　そばじまクリニック	第二種	その他MSK	価格確定	600000			税別				https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2103018/5/0	AUTO	READY
V41_02E2508010	02E2508010	大阪府	医療法人医誠会　医誠会国際総合病院	第三種	PRP	価格確定	150000			税別		GPS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2508010/5/0	AUTO	READY
V41_01E2603014	01E2603014	大阪府	医療法人医進会　高石加茂病院	第三種	PRP	価格確定	48000			税別		ACP	Arthrex	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2603014/5/0	AUTO	READY
V41_01E2603014	01E2603014	大阪府	医療法人医進会　高石加茂病院	第三種	PRP	価格確定	149000			税別		ACP MAX	Arthrex	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2603014/5/0	AUTO	READY
V41_03E2603012	03E2603012	大阪府	医療法人協和会　協和会病院	第二種	APS/PRP	価格確定	200000			不明		GPS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2603012/5/0	AUTO	READY
V41_03E2603012	03E2603012	大阪府	医療法人協和会　協和会病院	第二種	APS/PRP	価格確定	300000			不明		APS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2603012/5/0	AUTO	READY
V41_02E2205013	02E2205013	大阪府	医療法人啓信会　大阪整形外科病院	第三種	PRP	価格確定	100000			税別		GPS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2205013/5/0	AUTO	READY
V41_01E2310023	01E2310023	大阪府	医療法人天野整形外科	第二種	PRP	価格確定	49500			税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2310023/5/0	AUTO	READY
V41_01E2310024	01E2310024	大阪府	医療法人天野整形外科	第三種	PRP	価格確定	49500			税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2310024/5/0	AUTO	READY
V41_01E2302002	01E2302002	大阪府	医療法人恒晴会　心斎橋ペインクリニック	第三種	PRP	価格確定	55000			税込	Condensia 1キット	Condensia	京セラ	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2302002/5/0	AUTO	READY
V41_03E2404012	03E2404012	大阪府	医療法人想千あわ整形外科クリニック	第二種	PRP	価格確定	49000			税込	2 回分			https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2404012/5/0	AUTO	READY
V41_03E2404012	03E2404012	大阪府	医療法人想千あわ整形外科クリニック	第二種	PRP	価格確定	90000			税込	2 回分			https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2404012/5/0	AUTO	READY
V41_01E2302007	01E2302007	大阪府	医療法人新和会　朝田整形外科	第二種	PRP	価格確定	49000			不明		APS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2302007/5/0	AUTO	READY
V41_01E2302007	01E2302007	大阪府	医療法人新和会　朝田整形外科	第二種	PRP	価格確定	300000			不明		APS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2302007/5/0	AUTO	READY
V41_01E2302007	01E2302007	大阪府	医療法人新和会　朝田整形外科	第二種	PRP	価格確定	200000			不明		GPS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2302007/5/0	AUTO	READY
V41_02E2510002	02E2510002	大阪府	医療法人春秋会　城山病院	第二種	PRP	価格確定	200000			税込		APS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2510002/5/0	AUTO	READY
V41_02E2510002	02E2510002	大阪府	医療法人春秋会　城山病院	第二種	PRP	価格確定	400000			税込		APS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2510002/5/0	AUTO	READY
V41_01E1904021	01E1904021	大阪府	医療法人朝雲会　あさぐも整形外科クリニック	第二種	APS/PRP	価格確定	150000			不明		GPS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E1904021/5/0	AUTO	READY
V41_01E1904021	01E1904021	大阪府	医療法人朝雲会　あさぐも整形外科クリニック	第二種	APS/PRP	価格確定	350000			不明		APS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E1904021/5/0	AUTO	READY
V41_01E2308018	01E2308018	大阪府	医療法人村上整形外科	第二種	PRP	価格確定	55000			税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2308018/5/0	AUTO	READY
V41_01E2308019	01E2308019	大阪府	医療法人村上整形外科	第三種	PRP	価格確定	33000			税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2308019/5/0	AUTO	READY
V41_01E2408018	01E2408018	大阪府	医療法人桂礼会 小阪医院	第三種	PRP	価格確定	36000			税別				https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2408018/5/0	AUTO	READY
V41_01E2408019	01E2408019	大阪府	医療法人桂礼会 小阪医院	第二種	PRP	価格確定	36000			税別	2 回分			https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2408019/5/0	AUTO	READY
V41_01E2408019	01E2408019	大阪府	医療法人桂礼会 小阪医院	第二種	PRP	価格確定	72000			税別	2 回分			https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2408019/5/0	AUTO	READY
V41_03E2405011	03E2405011	大阪府	医療法人桜希会 東朋八尾健診クリニック	第二種	PRP	価格確定	110000			税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2405011/5/0	AUTO	READY
V41_03E2405011	03E2405011	大阪府	医療法人桜希会 東朋八尾健診クリニック	第二種	PRP	価格確定	110000			不明	1 回			https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2405011/5/0	AUTO	READY
