lane	queue_index	plan_id	mhlw_plan_code	facility_id	prefecture	facility	category	treatment_class	status	amount	tax	unit	products	makers	document_url	ranking_eligible	merge_status	qc_reason
B	317	P00588	01G2101005	F0104	大分県	仙波整形外科	第二種	PRP	AUTO	50000	税別	2 回分			https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2101005/5/0	true	READY_AUTO	
B	317	P00588	01G2101005	F0104	大分県	仙波整形外科	第二種	PRP	AUTO	100000	税別	2 回分			https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2101005/5/0	true	READY_AUTO	
B	318	P00894	01G2506014	F0345	熊本県	保田窪整形外科病院	第三種	PRP	AUTO	22000	税込	1 回			https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2506014/5/0	true	READY_AUTO	
B	318	P00894	01G2506014	F0345	熊本県	保田窪整形外科病院	第三種	PRP	AUTO	38500	税込	1 回			https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2506014/5/0	true	READY_AUTO	
B	318	P00894	01G2506014	F0345	熊本県	保田窪整形外科病院	第三種	PRP	AUTO	15000	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2506014/5/0	true	READY_AUTO	
B	318	P00894	01G2506014	F0345	熊本県	保田窪整形外科病院	第三種	PRP	AUTO	17000	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2506014/5/0	true	READY_AUTO	
B	318	P00894	01G2506014	F0345	熊本県	保田窪整形外科病院	第三種	PRP	AUTO	25000	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2506014/5/0	true	READY_AUTO	
B	319	P00587	03G2506012	F0347	熊本県	熊本リハビリテーション病院	第二種	ADRC	QC	1750000	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/03G2506012/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
B	320	P00565	03G2508016	F0370	福岡県	Re:Born Clinic 本院	第二種	脂肪由来幹細胞	QC						https://saiseiiryo.mhlw.go.jp/published_plan/download/03G2508016/5/0	false	REVIEW_QC_NO_PRICE	no price found after text/OCR pass
B	321	P00566	03G2508026	F0370	福岡県	Re:Born Clinic 本院	第二種	脂肪由来幹細胞	QC						https://saiseiiryo.mhlw.go.jp/published_plan/download/03G2508026/5/0	false	REVIEW_QC_NO_PRICE	no price found after text/OCR pass
B	322	P00567	03G2509014	F0370	福岡県	Re:Born Clinic 本院	第二種	PRP	QC						https://saiseiiryo.mhlw.go.jp/published_plan/download/03G2509014/5/0	false	REVIEW_QC_NO_PRICE	no price found after text/OCR pass
B	323	P00568	01G2603002	F0371	福岡県	ZERO100クリニック	第二種	PRP	QC	165000	税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2603002/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
B	323	P00568	01G2603002	F0371	福岡県	ZERO100クリニック	第二種	PRP	QC	27500	税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2603002/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
B	323	P00568	01G2603002	F0371	福岡県	ZERO100クリニック	第二種	PRP	QC	165000	税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2603002/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
B	323	P00568	01G2603002	F0371	福岡県	ZERO100クリニック	第二種	PRP	QC	27500	税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2603002/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
B	324	P00554	03G2104001	F0372	福岡県	うらはし整形外科クリニック	第三種	PRP	AUTO	20000	税込	一部位			https://saiseiiryo.mhlw.go.jp/published_plan/download/03G2104001/5/0	true	READY_AUTO	
B	325	P00552	01G2604001	F0372	福岡県	うらはし整形外科クリニック	第二種	PRP	QC	10000	税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2604001/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
B	325	P00552	01G2604001	F0372	福岡県	うらはし整形外科クリニック	第二種	PRP	QC	50000	税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2604001/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
B	326	P00553	03G2406014	F0372	福岡県	うらはし整形外科クリニック	第二種	脂肪由来幹細胞	AUTO	1320000	税込	1回			https://saiseiiryo.mhlw.go.jp/published_plan/download/03G2406014/5/0	true	READY_AUTO	
B	327	P00575	01G2208003	F0377	福岡県	医療法人 前川整形外科医院 前川整形外科スポーツクリニック	第三種	PRP	QC						https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2208003/5/0	false	REVIEW_QC_NO_PRICE	no price found after text/OCR pass
B	328	P00885	01G2408004	F0600	福岡県	医療法人HMC ブレインメディカルクリニック博多	第三種	PRP	AUTO	40000	税別	1回			https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2408004/5/0	true	READY_AUTO	
B	329	P00883	03G2310005	F0599	福岡県	医療法人TSC タケダスポーツ・ビューティークリニック	第三種	PRP	QC						https://saiseiiryo.mhlw.go.jp/published_plan/download/03G2310005/5/0	false	REVIEW_QC_NO_PRICE	no price found after text/OCR pass
B	330	P00882	01G2502001	F0599	福岡県	医療法人TSC タケダスポーツ・ビューティークリニック	第二種	PRP	QC	44000	税込	1 回	ACP|Angel	Arthrex	https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2502001/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
B	330	P00882	01G2502001	F0599	福岡県	医療法人TSC タケダスポーツ・ビューティークリニック	第二種	PRP	QC	165000	不明		ACP MAX|ACP	Arthrex	https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2502001/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
B	330	P00882	01G2502001	F0599	福岡県	医療法人TSC タケダスポーツ・ビューティークリニック	第二種	PRP	QC	275000	不明		ACP MAX|ACP|Angel	Arthrex	https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2502001/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
B	331	P00547	01G2403010	F0376	福岡県	医療法人再生会 セルメディカルチームジャパン	第二種	脂肪由来MSC	AUTO	60000	税別	4 回			https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2403010/5/0	true	READY_AUTO	line-level medium price context
B	331	P00547	01G2403010	F0376	福岡県	医療法人再生会 セルメディカルチームジャパン	第二種	脂肪由来MSC	AUTO	1300000	税別				https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2403010/5/0	true	READY_AUTO	line-level medium price context
B	331	P00547	01G2403010	F0376	福岡県	医療法人再生会 セルメディカルチームジャパン	第二種	脂肪由来MSC	AUTO	100000	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2403010/5/0	true	READY_AUTO	line-level medium price context
B	332	P00570	01G2107003	F0382	福岡県	櫛田学整形外科クリニック	第二種	PRP	AUTO	38500	税込	2 回分			https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2107003/5/0	true	READY_AUTO	
B	333	P00578	01G1906005	F0400	長崎県	医療法人増田整形外科	第二種	PRP/APS	AUTO	100000	税別		APS|GPS|Zimmer	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/01G1906005/5/0	true	READY_AUTO	
B	333	P00578	01G1906005	F0400	長崎県	医療法人増田整形外科	第二種	PRP/APS	AUTO	250000	税別		APS|GPS|Zimmer	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/01G1906005/5/0	true	READY_AUTO	
B	334	P00597		F0434	鹿児島県	南風病院	第二種	PRP	QC							false	REVIEW_QC_NO_PRICE	no document URL; retained as verified-plan QC
B	335	P00901	01G2110006	F0435	鹿児島県	天陽会中央クリニック	第三種	PRP	AUTO	50000	税込	2 回分			https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2110006/5/0	true	READY_AUTO	
