global_candidate_count	repo_facility_count	batch	batch_index	facility_key	prefecture	facility	mhlw_plan_codes	treatment_classes	source_generations	baseline_products	products_found	explicit_makers	validated_inferred_makers	unvalidated_products	final_makers	maker_evidence_type	safe_resolved	pdf_count	attempts	retry_403	context_resets_so_far	document_urls	http_statuses	evidence_json
366	812	29	7	石川県|特定医療法人社団勝木会やわたメディカルセンター	石川県	特定医療法人社団勝木会 やわたメディカルセンター	01D2405007|01D2408001	PRP	v40_queue|v41							NONE	NO	2	6	0	1	https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2405007/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2408001/5/0	01D2405007:0:200|01D2405007:1:404|01D2405007:2:404|01D2408001:0:200|01D2408001:1:404|01D2408001:2:404	[]
366	812	29	8	福岡県|Re:BornClinic本院	福岡県	Re:Born Clinic 本院	03G2508016|03G2508026|03G2509014	PRP|脂肪由来幹細胞	v40_queue							NONE	NO	9	15	0	1	https://saiseiiryo.mhlw.go.jp/published_plan/download/03G2508016/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/03G2508016/5/1|https://saiseiiryo.mhlw.go.jp/published_plan/download/03G2508016/5/2|https://saiseiiryo.mhlw.go.jp/published_plan/download/03G2508026/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/03G2508026/5/1|https://saiseiiryo.mhlw.go.jp/published_plan/download/03G2508026/5/2|https://saiseiiryo.mhlw.go.jp/published_plan/download/03G2509014/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/03G2509014/5/1|https://saiseiiryo.mhlw.go.jp/published_plan/download/03G2509014/5/2	03G2508016:0:200|03G2508016:1:200|03G2508016:2:200|03G2508016:3:404|03G2508016:4:404|03G2508026:0:200|03G2508026:1:200|03G2508026:2:200|03G2508026:3:404|03G2508026:4:404|03G2509014:0:200|03G2509014:1:200|03G2509014:2:200|03G2509014:3:404|03G2509014:4:404	[]
366	812	29	9	静岡県|富士整形外科病院	静岡県	富士整形外科病院	02D2510005|02D2510006	PRP	v40_queue							NONE	NO	2	6	0	1	https://saiseiiryo.mhlw.go.jp/published_plan/download/02D2510005/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/02D2510006/5/0	02D2510005:0:200|02D2510005:1:404|02D2510005:2:404|02D2510006:0:200|02D2510006:1:404|02D2510006:2:404	[]
366	812	3	1	京都府|医療法人いちまる整形外科クリニック	京都府	医療法人いちまる整形外科クリニック	01E2307003|01E2307004	PRP	v40_queue|v41							NONE	NO	2	6	0	0	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2307003/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2307004/5/0	01E2307003:0:200|01E2307003:1:404|01E2307003:2:404|01E2307004:0:200|01E2307004:1:404|01E2307004:2:404	[]
366	812	3	2	千葉県|柏はせがわ整形外科	千葉県	柏はせがわ整形外科	01C2206026	PRP	v41							NONE	NO	1	3	0	0	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2206026/5/0	01C2206026:0:200|01C2206026:1:404|01C2206026:2:404	[]
366	812	3	3	大阪府|医療法人じんないクリニック	大阪府	医療法人じんないクリニック	01E2604019	PRP	v40_queue							NONE	NO	1	3	0	0	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2604019/5/0	01E2604019:0:200|01E2604019:1:404|01E2604019:2:404	[]
366	812	3	4	岐阜県|公立学校共済組合東海中央病院	岐阜県	公立学校共済組合 東海中央病院	03D2509003	PRP	v40_queue							NONE	NO	2	4	0	0	https://saiseiiryo.mhlw.go.jp/published_plan/download/03D2509003/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/03D2509003/5/1	03D2509003:0:200|03D2509003:1:200|03D2509003:2:404|03D2509003:3:404	[]
366	812	3	5	東京都|すみだ運動器リハビリテーションクリニック	東京都	すみだ運動器リハビリテーションクリニック	01C2302048	PRP	v41							NONE	NO	1	3	0	0	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2302048/5/0	01C2302048:0:200|01C2302048:1:404|01C2302048:2:404	[]
366	812	3	6	東京都|医療法人社団慶光会大城クリニック	東京都	医療法人社団慶光会 大城クリニック	01C1911015	PRP	v41							NONE	NO	1	3	0	1	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C1911015/5/0	01C1911015:0:200|01C1911015:1:404|01C1911015:2:404	[]
366	812	3	7	東京都|白山リハビリ整形外科	東京都	白山リハビリ整形外科	01C2507079|01C2509004	PRP	v40_queue|v41		TriCeLL			TriCeLL		PRODUCT_ONLY_UNVALIDATED	NO	4	8	0	1	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2507079/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2507079/5/1|https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2507079/5/2|https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2509004/5/0	01C2507079:0:200|01C2507079:1:200|01C2507079:2:200|01C2507079:3:404|01C2507079:4:404|01C2509004:0:200|01C2509004:1:404|01C2509004:2:404	"[{""code"": ""01C2507079"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2507079/5/0"", ""page"": 5, ""type"": ""product"", ""hit"": ""TriCeLL"", ""context"": ""存の治療法については、 「7.多血小板血漿を用いた治療を受けられない場合 の他の治療法について」をご覧いただくほか、担当医師とご相談下さい。 院内製造の場合は、1) PRP 調製のための約 30mL 採血、2) TriCell PRP 分離・濃縮キッ トを用いて遠心分離・クリーンベンチ内での PRP 調製、3) 炎症部位への PRP の注入、4) 経過観察 (フォローアップ) の段階で行われます。 PRP の注入は診察室、処置室または手術室で行います。 1,膝関節又は半月板損傷治療の場合 通常、 膝蓋骨(お皿の骨)の外側やや頭側または膝蓋骨の遠 位内側から関節内""}]"
366	812	3	8	神奈川県|医療法人横浜未来ヘルスケアシステム戸塚共立第2病院	神奈川県	医療法人横浜未来ヘルスケアシステム 戸塚共立第2病院	02C2508001|02C2508002	PRP	v41							NONE	NO	4	8	0	1	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508001/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508001/5/1|https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508002/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2508002/5/1	02C2508001:0:200|02C2508001:1:200|02C2508001:2:404|02C2508001:3:404|02C2508002:0:200|02C2508002:1:200|02C2508002:2:404|02C2508002:3:404	[]
366	812	3	9	群馬県|ぐんまスポーツ整形外科	群馬県	ぐんまスポーツ整形外科	01C2203028	PRP	v40_queue							NONE	NO	1	3	0	1	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2203028/5/0	01C2203028:0:200|01C2203028:1:404|01C2203028:2:404	[]
366	812	3	10	鹿児島県|医療法人吉祥会吉井整形外科内科中央病院	鹿児島県	医療法人吉祥会 吉井整形外科内科中央病院	01G2406010	PRP	v41							NONE	NO	1	3	0	1	https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2406010/5/0	01G2406010:0:200|01G2406010:1:404|01G2406010:2:404	[]
366	812	30	1	千葉県|医療法人社団仁敬会そがセントラルクリニック	千葉県	医療法人社団仁敬会 そがセントラルクリニック	01C2202017|01C2202018	PRP	v41							NONE	NO	2	6	0	0	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2202017/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2202018/5/0	01C2202017:0:200|01C2202017:1:404|01C2202017:2:404|01C2202018:0:200|01C2202018:1:404|01C2202018:2:404	[]
366	812	30	2	大阪府|TCB東京中央美容外科・TCBスキンクリニックBSクリニックPrestige梅田大阪駅前院	大阪府	TCB 東京中央美容外科・TCB スキンクリニック BSクリニック Prestige 梅田大阪駅前院	03E2602016	PRP	v40_queue							NONE	NO	1	3	0	0	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2602016/5/0	03E2602016:0:200|03E2602016:1:404|03E2602016:2:404	[]
366	812	30	3	大阪府|社会医療法人大阪国際メディカル&サイエンスセンター大阪警察病院	大阪府	社会医療法人 大阪国際メディカル&サイエンスセンター 大阪警察病院	01E2506026	PRP	v40_queue							NONE	NO	1	3	0	0	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2506026/5/0	01E2506026:0:200|01E2506026:1:404|01E2506026:2:404	[]
366	812	30	4	愛知県|医療法人財団檜扇会クリニック名古屋ちくさヒルズ	愛知県	医療法人財団 檜扇会 クリニック 名古屋ちくさヒルズ	03D2505012|03D2505013|03D2505018|03D2505020	APS|PRP|脂肪由来幹細胞	v40_queue|v41	PRP						NONE	NO	4	12	0	0	https://saiseiiryo.mhlw.go.jp/published_plan/download/03D2505012/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/03D2505013/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/03D2505018/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/03D2505020/5/0	03D2505012:0:200|03D2505012:1:404|03D2505012:2:404|03D2505013:0:200|03D2505013:1:404|03D2505013:2:404|03D2505018:0:200|03D2505018:1:404|03D2505018:2:404|03D2505020:0:200|03D2505020:1:404|03D2505020:2:404	[]
366	812	30	5	東京都|医療法人社団しぜん会まつだ整形外科・リウマチ科	東京都	医療法人社団しぜん会 まつだ整形外科・リウマチ科	02C1912131	PRP	v41							NONE	NO	2	4	0	0	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C1912131/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/02C1912131/5/1	02C1912131:0:200|02C1912131:1:200|02C1912131:2:404|02C1912131:3:404	[]
366	812	30	6	東京都|日本橋えがわクリニック	東京都	日本橋えがわクリニック	01C2506017|02C2503038	PRP|脂肪由来幹細胞	v41	脂肪由来幹細胞						NONE	NO	3	7	0	1	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2506017/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2506017/5/1|https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2503038/5/0	01C2506017:0:200|01C2506017:1:200|01C2506017:2:404|01C2506017:3:404|02C2503038:0:200|02C2503038:1:404|02C2503038:2:404	[]
366	812	30	7	石川県|金沢泉が丘わたなべクリニック	石川県	金沢泉が丘わたなべクリニック	03D2512001|03D2512002	PRP	v40_queue|v41		Condensia		京セラ		京セラ	VALIDATED_PRODUCT_MAP	YES	2	6	0	1	https://saiseiiryo.mhlw.go.jp/published_plan/download/03D2512001/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/03D2512002/5/0	03D2512001:0:200|03D2512001:1:404|03D2512001:2:404|03D2512002:0:200|03D2512002:1:404|03D2512002:2:404	"[{""code"": ""03D2512002"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/03D2512002/5/0"", ""page"": 3, ""type"": ""product"", ""hit"": ""Condensia"", ""context"": ""Condensiaシステム:30,000円(税込) ※患者様の症状、その他の事情等により治療費が変動する場合があります。 なお、細胞の採取後や加工後に同意を撤回された場合など、同意を撤回される時点までに費用が発生している 場合は、発生した費用については患者様にご負担いただきますのでご了承ください。 15.他の治療法の有無、本治療法との比較について 靭帯・腱及び""}]"
366	812	30	8	福岡県|ZERO100クリニック	福岡県	ZERO100クリニック	01G2603002	PRP	v40_queue							NONE	NO	1	3	0	1	https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2603002/5/0	01G2603002:0:200|01G2603002:1:404|01G2603002:2:404	[]
366	812	30	9	静岡県|錦野クリニック	静岡県	錦野クリニック	01D1903003|01D1903004	PRP	v40_queue							NONE	NO	2	6	0	1	https://saiseiiryo.mhlw.go.jp/published_plan/download/01D1903003/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/01D1903004/5/0	01D1903003:0:200|01D1903003:1:404|01D1903003:2:404|01D1903004:0:200|01D1903004:1:404|01D1903004:2:404	[]
366	812	31	1	千葉県|医療法人社団千聡会北原整形外科	千葉県	医療法人社団千聡会  北原整形外科	02C2501012|02C2501013	PRP	v41							NONE	NO	2	6	0	0	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2501012/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2501013/5/0	02C2501012:0:200|02C2501012:1:404|02C2501012:2:404|02C2501013:0:200|02C2501013:1:404|02C2501013:2:404	[]
366	812	31	2	大阪府|しらい痛みのクリニック	大阪府	しらい痛みのクリニック	01E2511022	PRP	v41							NONE	NO	1	3	0	0	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2511022/5/0	01E2511022:0:200|01E2511022:1:404|01E2511022:2:404	[]
366	812	31	3	大阪府|社会医療法人大阪国際メディカル&サイエンスセンター第二大阪警察病院	大阪府	社会医療法人 大阪国際メディカル&サイエンスセンター 第二大阪警察病院	03E2409027	PRP	v40_queue							NONE	NO	1	3	0	0	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2409027/5/0	03E2409027:0:200|03E2409027:1:404|03E2409027:2:404	[]
366	812	31	4	愛知県|名古屋麻酔科クリニック	愛知県	名古屋麻酔科クリニック	01D2511003	PRP	v41							NONE	NO	1	3	0	0	https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2511003/5/0	01D2511003:0:200|01D2511003:1:404|01D2511003:2:404	[]
366	812	31	5	東京都|医療法人社団アーツメディックさかい整形外科	東京都	医療法人社団アーツメディック さかい整形外科	01C2404006	PRP	v40_queue		Condensia	京セラ	京セラ		京セラ	EXPLICIT_MHLW	YES	3	5	0	0	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2404006/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2404006/5/1|https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2404006/5/2	01C2404006:0:200|01C2404006:1:200|01C2404006:2:200|01C2404006:3:404|01C2404006:4:404	"[{""code"": ""01C2404006"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2404006/5/0"", ""page"": 5, ""type"": ""product"", ""hit"": ""Condensia"", ""context"": ""ります。 この治療法で効果がない場合は、 既存の治療法も含め検討 します。※既存の治療法については担当医師とご相談ください。 PRP 院内製造の場合は、1) PRP 調製のための約 20mL 採血、2) 京セラ・コンデンシアキ ットを用いて遠心分離・クリーンベンチ内での PRP 調製、3) 炎症部位への PRP の注入、4) 経過観察 (フォローアップ) の段階で行われます。 PRP の注入は診察室、処置室または手術室で行います。 患者様それぞれの状態に合わせて担当医師が説明し、 ご相談の上、 どちらをご選択いただき ます。 患部の状態により、治療回数や治療""}, {""code"": ""01C2404006"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2404006/5/0"", ""page"": 5, ""type"": ""maker"", ""hit"": ""京セラ"", ""context"": ""人差があります。 この治療法で効果がない場合は、 既存の治療法も含め検討 します。※既存の治療法については担当医師とご相談ください。 PRP 院内製造の場合は、1) PRP 調製のための約 20mL 採血、2) 京セラ・コンデンシアキ ットを用いて遠心分離・クリーンベンチ内での PRP 調製、3) 炎症部位への PRP の注入、4) 経過観察 (フォローアップ) の段階で行われます。 PRP の注入は診察室、処置室または手術室で行います。 患者様それぞれの状態に合わせて担当医師が説明し、 ご相談の上、 どちらをご選択いただき ます。 患部の状態により、""}]"
366	812	31	6	東京都|日本橋人形町整形外科	東京都	日本橋人形町整形外科	02C2512068	PRP	v41	PRP						NONE	NO	3	5	0	1	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2512068/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2512068/5/1|https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2512068/5/2	02C2512068:0:200|02C2512068:1:200|02C2512068:2:200|02C2512068:3:404|02C2512068:4:404	[]
366	812	31	7	神奈川県|SBC整形外科クリニック横浜駅前院	神奈川県	SBC整形外科クリニック横浜駅前院	03C2604033	PRP	v41							NONE	NO	1	3	0	1	https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2604033/5/0	03C2604033:0:200|03C2604033:1:404|03C2604033:2:404	[]
366	812	31	8	福岡県|うらはし整形外科クリニック	福岡県	うらはし整形外科クリニック	01G2604001|03G2104001|03G2406014	PRP|脂肪由来幹細胞	v40_queue							NONE	NO	3	9	0	1	https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2604001/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/03G2104001/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/03G2406014/5/0	01G2604001:0:200|01G2604001:1:404|01G2604001:2:404|03G2104001:0:200|03G2104001:1:404|03G2104001:2:404|03G2406014:0:200|03G2406014:1:404|03G2406014:2:404	[]
366	812	31	9	静岡県|順天堂大学医学部附属静岡病院	静岡県	順天堂大学医学部附属 静岡病院	03D2607002	PRP	v40_queue		APS	Zimmer Biomet	Zimmer Biomet		Zimmer Biomet	EXPLICIT_MHLW	YES	1	3	0	1	https://saiseiiryo.mhlw.go.jp/published_plan/download/03D2607002/5/0	03D2607002:0:200|03D2607002:1:404|03D2607002:2:404	"[{""code"": ""03D2607002"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/03D2607002/5/0"", ""page"": 2, ""type"": ""product"", ""hit"": ""APS"", ""context"": ""療の方法について 本治療では、人への治療に使用することが認められた医療機器である本治療専用の遠心分離機と 専用チューブ(APS キット、ZIMMER BIOMET 社製)を用います。治療に使用するキットについては患 者様とご相談、同意を得た上で決定を致します。 (治療の流れ) 採血 ⇒ PRP 抽出 ⇒ 施術 すべての治療は当日中に完了します。場合によって局部麻酔を行うことがあります。 通常の検査等のための採血よりも採取量が多くなりますが、ご了承ください。 A""}, {""code"": ""03D2607002"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/03D2607002/5/0"", ""page"": 2, ""type"": ""maker"", ""hit"": ""Zimmer Biomet"", ""context"": ""本治療では、人への治療に使用することが認められた医療機器である本治療専用の遠心分離機と 専用チューブ(APS キット、ZIMMER BIOMET 社製)を用います。治療に使用するキットについては患 者様とご相談、同意を得た上で決定を致します。 (治療の流れ) 採血 ⇒ PRP 抽出 ⇒ 施術 すべての治療は当日中に完了します。場合によって局部麻酔を行うことがあります。 通常の検査等のための採血よりも採取量が多くなりますが、ご了承ください。 APSキット 1. 採血:1キット約""}, {""code"": ""03D2607002"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/03D2607002/5/0"", ""page"": 3, ""type"": ""product"", ""hit"": ""APS"", ""context"": ""、年齢の上限制限はありません。 ・治療痕が残りにくく、何度でも治療を受けることができます。 ・1 回の投与で修復作用が上手く働けば、 痛みの軽減や機能改善に対する長期的な効果持続が期待で きます(海外の臨床試験にて、APS キットは最大で 24 ヶ月効果が持続していたとの報告がありま す) 。 治療の欠点と副作用(デメリット)について ・患者様ご自身の血液を使用するため体調や年齢などに左右され、場合によっては安定した効果が 出にくいといった欠点があります。(治療効果・効果の持続期間には個人差があります)""}, {""code"": ""03D2607002"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/03D2607002/5/0"", ""page"": 4, ""type"": ""product"", ""hit"": ""APS"", ""context"": ""【PRP】1_07_説明文書同意書_順天堂大学医学部附属静岡病院 APS 療法 ヒアルロン酸注入 概要 遠心を2度行い、濃縮しているの で関節腔内に投与することで、損 傷した患部の疼痛を和らげる効果 や組織を修復する効果がより期待 される。 ヒアルロン酸は関節腔内に注入 されるとクッションのような働 きをし、 痛みを和らげる効果があ る。 効果 持続期間 最大 24 カ月 効果の持続期間が長いため、相対 的に注射回""}]"
366	812	32	1	千葉県|医療法人社団奏の杜整形外科	千葉県	医療法人社団奏の杜整形外科	01C2102007	PRP	v40_queue							NONE	NO	1	3	0	0	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2102007/5/0	01C2102007:0:200|01C2102007:1:404|01C2102007:2:404	[]
366	812	32	2	大阪府|たけうち整形外科リウマチ科	大阪府	たけうち整形外科リウマチ科	01E2101003	PRP	v40_queue		APS|GPS	Zimmer Biomet	Zimmer Biomet		Zimmer Biomet	EXPLICIT_MHLW	YES	1	3	0	0	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2101003/5/0	01E2101003:0:200|01E2101003:1:404|01E2101003:2:404	"[{""code"": ""01E2101003"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2101003/5/0"", ""page"": 2, ""type"": ""product"", ""hit"": ""GPS"", ""context"": ""療の方法について 本治療では、人への治療に使用することが認められた医療機器である本治療専用の遠心分離機と 専用チューブ(GPSIIIまたはAPS キット、どちらもZIMMER BIOMET 社製)を用います。治療に使用する キットについては患者様とご相談、同意を得た上で決定を致します。 (治療の流れ) 採血 ⇒ PRP 抽出 ⇒ 施術 すべての治療は当日中に完了します。 (1)GPSIIIシステム 1.採血:1キット約26ml(mini用)または52ml(standar""}, {""code"": ""01E2101003"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2101003/5/0"", ""page"": 2, ""type"": ""product"", ""hit"": ""APS"", ""context"": ""本治療では、人への治療に使用することが認められた医療機器である本治療専用の遠心分離機と 専用チューブ(GPSIIIまたはAPS キット、どちらもZIMMER BIOMET 社製)を用います。治療に使用する キットについては患者様とご相談、同意を得た上で決定を致します。 (治療の流れ) 採血 ⇒ PRP 抽出 ⇒ 施術 すべての治療は当日中に完了します。 (1)GPSIIIシステム 1.採血:1キット約26ml(mini用)または52ml(standard用)の血液""}, {""code"": ""01E2101003"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2101003/5/0"", ""page"": 2, ""type"": ""maker"", ""hit"": ""Zimmer Biomet"", ""context"": ""本治療では、人への治療に使用することが認められた医療機器である本治療専用の遠心分離機と 専用チューブ(GPSIIIまたはAPS キット、どちらもZIMMER BIOMET 社製)を用います。治療に使用する キットについては患者様とご相談、同意を得た上で決定を致します。 (治療の流れ) 採血 ⇒ PRP 抽出 ⇒ 施術 すべての治療は当日中に完了します。 (1)GPSIIIシステム 1.採血:1キット約26ml(mini用)または52ml(standard用)の血液を採取します。 2. PRP分離:採取した""}, {""code"": ""01E2101003"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2101003/5/0"", ""page"": 3, ""type"": ""product"", ""hit"": ""GPS"", ""context"": ""、年齢の上限制限はありません。 ・治療痕が残りにくく、何度でも治療を受けることができます。 ・1 回の投与で修復作用が上手く働けば、 痛みの軽減や機能改善に対する長期的な効果持続が期待で きます(海外の臨床試験にて、GPSIIIシステムでは最大で 6~12 ヶ月、APS キットでは最大で 24 ヶ 月効果が持続していたとの報告があります)。 治療の欠点と副作用(デメリット)について ・患者様ご自身の血液を使用するため体調や年齢などに左右され、場合によっては安定した効果が 出にくいといった欠点があります。(治療効果・効""}, {""code"": ""01E2101003"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2101003/5/0"", ""page"": 3, ""type"": ""product"", ""hit"": ""APS"", ""context"": ""【PRP】1_07_説明文書同意書_たけうち整形外科リウマチ科 (2)APSキット 1. 採血:1キット約55mlの血液を採取します。 2. PRP分離:採取した血液を、人への治療に使用することが認められた医療機器である本治療専用 の遠心分離機と専用チューブを用いて2度遠心分離し、PRPを精製抽出します。加工されるPRPは 2.5mlです。 3. 施術:患部へPRPを注入していきます。 血液採取後、投与までの間、患者様は待合""}, {""code"": ""01E2101003"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2101003/5/0"", ""page"": 4, ""type"": ""product"", ""hit"": ""GPS"", ""context"": ""炎症や痛みをコントロールするために使用されますが、 鎮痛剤の服用による消化器系のダメージ、 連用による効果減弱の可能性があります。 ※アルツ関節注25mg 添付 PRP ヒアルロン酸注入 GPS®III APS 概要 関節腔内に投与するこ とで、 損傷した患部の疼 痛を和らげ る効果があ り、 また、組織を修復す る効果が期待される。 GPS®IIIをさらに濃縮して いるので、 関節腔内に投与 することで、 損傷した患部 の疼痛を和らげる効果や 組織を修復する効果がよ り期待される。 ヒアルロン酸は関節腔内 に注入されるとクッショ ンのよう""}, {""code"": ""01E2101003"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2101003/5/0"", ""page"": 4, ""type"": ""product"", ""hit"": ""APS"", ""context"": ""コントロールするために使用されますが、 鎮痛剤の服用による消化器系のダメージ、 連用による効果減弱の可能性があります。 ※アルツ関節注25mg 添付 PRP ヒアルロン酸注入 GPS®III APS 概要 関節腔内に投与するこ とで、 損傷した患部の疼 痛を和らげ る効果があ り、 また、組織を修復す る効果が期待される。 GPS®IIIをさらに濃縮して いるので、 関節腔内に投与 することで、 損傷した患部 の疼痛を和らげる効果や 組織を修復する効果がよ り期待される。 ヒアルロン酸は関節腔内 に注入されるとクッショ ンのような働きをし、 痛""}]"
366	812	32	3	大阪府|社会医療法人報恩会長吉総合病院	大阪府	社会医療法人報恩会 長吉総合病院	03E2603010|03E2603011	PRP	v40_queue							NONE	NO	2	6	0	0	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2603010/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2603011/5/0	03E2603010:0:200|03E2603010:1:404|03E2603010:2:404|03E2603011:0:200|03E2603011:1:404|03E2603011:2:404	[]
366	812	32	4	愛知県|名鉄病院	愛知県	名鉄病院	03D2205001	PRP	v41							NONE	NO	1	3	0	0	https://saiseiiryo.mhlw.go.jp/published_plan/download/03D2205001/5/0	03D2205001:0:200|03D2205001:1:404|03D2205001:2:404	[]
366	812	32	5	東京都|医療法人社団主正会かわさきクリニック	東京都	医療法人社団主正会 かわさきクリニック	01C1910051	PRP	v40_queue							NONE	NO	1	3	0	0	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C1910051/5/0	01C1910051:0:200|01C1910051:1:404|01C1910051:2:404	[]
366	812	32	6	東京都|昭和医科大学江東豊洲病院	東京都	昭和医科大学江東豊洲病院	02C2601034	PRP	v41		ACP MAX	Arthrex	Arthrex		Arthrex	EXPLICIT_MHLW	YES	1	3	0	1	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2601034/5/0	02C2601034:0:200|02C2601034:1:404|02C2601034:2:404	"[{""code"": ""02C2601034"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2601034/5/0"", ""page"": 2, ""type"": ""product"", ""hit"": ""ACP MAX"", ""context"": ""GF) 内皮細胞および線維芽細胞の増殖を促進します。血管形成を刺激します。 治療の方法について 本治療では、人への治療に使用することが認められた医療機器である本治療専用の遠心分 離機と専用チューブ(ACPおよびACP MAX、いずれもArthrex社製)を用います。 治療に使用するキットについては患者様とご相談、同意を得た上で決定を致します。 【治療の流れ】 採血⇒PRP抽出⇒施術 すべての治療は当日中に完了します。 PRPシステム 1.採血:15〜78mlの血液を採取します。 2.PRP分離:採取した血液を、人への治療に使用することが認められた医療機器である""}, {""code"": ""02C2601034"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2601034/5/0"", ""page"": 2, ""type"": ""maker"", ""hit"": ""Arthrex"", ""context"": ""線維芽細胞の増殖を促進します。血管形成を刺激します。 治療の方法について 本治療では、人への治療に使用することが認められた医療機器である本治療専用の遠心分 離機と専用チューブ(ACPおよびACP MAX、いずれもArthrex社製)を用います。 治療に使用するキットについては患者様とご相談、同意を得た上で決定を致します。 【治療の流れ】 採血⇒PRP抽出⇒施術 すべての治療は当日中に完了します。 PRPシステム 1.採血:15〜78mlの血液を採取します。 2.PRP分離:採取した血液を、人への治療に使用することが認められた医療機器である 本治療専用の遠心分離""}]"
