global_candidate_count	repo_facility_count	batch	batch_index	facility_key	prefecture	facility	mhlw_plan_codes	treatment_classes	source_generations	baseline_products	products_found	explicit_makers	validated_inferred_makers	unvalidated_products	final_makers	maker_evidence_type	safe_resolved	pdf_count	attempts	retry_403	context_resets_so_far	document_urls	http_statuses	evidence_json
366	812	16	5	東京都|一般社団法人東京リライフ東京リライフクリニック	東京都	一般社団法人東京リライフ 東京リライフクリニック	02C2602047|03C2603001|03C2603002	PRP|脂肪由来幹細胞	v40_queue|v41	PRP|脂肪由来幹細胞						NONE	NO	3	9	0	0	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2602047/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2603001/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2603002/5/0	02C2602047:0:200|02C2602047:1:404|02C2602047:2:404|03C2603001:0:200|03C2603001:1:404|03C2603001:2:404|03C2603002:0:200|03C2603002:1:404|03C2603002:2:404	[]
366	812	16	6	東京都|医療法人社団誠心会Re:BornClinic銀座院	東京都	医療法人社団誠心会  Re:Born Clinic 銀座院	02C2509032|02C2509040|02C2509048	PRP|脂肪由来幹細胞	v41	PRP|脂肪由来幹細胞						NONE	NO	9	15	0	1	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2509032/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2509032/5/1|https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2509032/5/2|https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2509040/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2509040/5/1|https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2509040/5/2|https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2509048/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2509048/5/1|https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2509048/5/2	02C2509032:0:200|02C2509032:1:200|02C2509032:2:200|02C2509032:3:404|02C2509032:4:404|02C2509040:0:200|02C2509040:1:200|02C2509040:2:200|02C2509040:3:404|02C2509040:4:404|02C2509048:0:200|02C2509048:1:200|02C2509048:2:200|02C2509048:3:404|02C2509048:4:404	[]
366	812	16	7	栃木県|医療法人親仁会佐藤病院	栃木県	医療法人親仁会 佐藤病院	01C2306023|01C2307023	PRP	v40_queue|v41	PRP						NONE	NO	6	10	0	1	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2306023/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2306023/5/1|https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2306023/5/2|https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2307023/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2307023/5/1|https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2307023/5/2	01C2306023:0:200|01C2306023:1:200|01C2306023:2:200|01C2306023:3:404|01C2306023:4:404|01C2307023:0:200|01C2307023:1:200|01C2307023:2:200|01C2307023:3:404|01C2307023:4:404	[]
366	812	16	8	神奈川県|東海大学医学部付属病院	神奈川県	東海大学医学部付属病院	03C2604001	PRP	v40_queue							NONE	NO	1	3	0	1	https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2604001/5/0	03C2604001:0:200|03C2604001:1:404|03C2604001:2:404	[]
366	812	16	9	長野県|医療法人都甲クリニック	長野県	医療法人都甲クリニック	01C2308046|01C2308047	PRP	v40_queue							NONE	NO	2	6	0	1	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2308046/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2308047/5/0	01C2308046:0:200|01C2308046:1:404|01C2308046:2:404|01C2308047:0:200|01C2308047:1:404|01C2308047:2:404	[]
366	812	17	1	兵庫県|医療法人社団武部整形外科リハビリテーション	兵庫県	医療法人社団武部整形外科リハビリテーション	01E2109006|01E2110023	PRP	v40_queue|v41							NONE	NO	2	6	0	0	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2109006/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2110023/5/0	01E2109006:0:200|01E2109006:1:404|01E2109006:2:404|01E2110023:0:200|01E2110023:1:404|01E2110023:2:404	[]
366	812	17	2	埼玉県|医療法人社団愛友会三郷中央総合病院	埼玉県	医療法人社団愛友会 三郷中央総合病院	03C2412018	PRP	v40_queue		APS|GPS	Zimmer Biomet	Zimmer Biomet		Zimmer Biomet	EXPLICIT_MHLW	YES	1	3	0	0	https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2412018/5/0	03C2412018:0:200|03C2412018:1:404|03C2412018:2:404	"[{""code"": ""03C2412018"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2412018/5/0"", ""page"": 2, ""type"": ""product"", ""hit"": ""GPS"", ""context"": ""療の方法について 本治療では、人への治療に使用することが認められた医療機器である本治療専用の遠心分離機と 専用チューブ(GPSIIIまたはAPS キット、どちらもZIMMER BIOMET 社製)を用います。治療に使用す るキットについては患者様とご相談、同意を得た上で決定を致します。 (治療の流れ) 採血 ⇒ PRP 抽出 ⇒ 施術 すべての治療は当日中に完了します。場合によって局部麻酔を行うことがあります。 GPSIIIシステム 1.採血:1 キット約26ml また""}, {""code"": ""03C2412018"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2412018/5/0"", ""page"": 2, ""type"": ""product"", ""hit"": ""APS"", ""context"": ""本治療では、人への治療に使用することが認められた医療機器である本治療専用の遠心分離機と 専用チューブ(GPSIIIまたはAPS キット、どちらもZIMMER BIOMET 社製)を用います。治療に使用す るキットについては患者様とご相談、同意を得た上で決定を致します。 (治療の流れ) 採血 ⇒ PRP 抽出 ⇒ 施術 すべての治療は当日中に完了します。場合によって局部麻酔を行うことがあります。 GPSIIIシステム 1.採血:1 キット約26ml または 52ml""}, {""code"": ""03C2412018"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2412018/5/0"", ""page"": 2, ""type"": ""maker"", ""hit"": ""Zimmer Biomet"", ""context"": ""本治療では、人への治療に使用することが認められた医療機器である本治療専用の遠心分離機と 専用チューブ(GPSIIIまたはAPS キット、どちらもZIMMER BIOMET 社製)を用います。治療に使用す るキットについては患者様とご相談、同意を得た上で決定を致します。 (治療の流れ) 採血 ⇒ PRP 抽出 ⇒ 施術 すべての治療は当日中に完了します。場合によって局部麻酔を行うことがあります。 GPSIIIシステム 1.採血:1 キット約26ml または 52ml の血液を採取します。 2. PRP 分離""}, {""code"": ""03C2412018"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2412018/5/0"", ""page"": 3, ""type"": ""product"", ""hit"": ""GPS"", ""context"": ""、年齢の上限制限はありません。 ・治療痕が残りにくく、何度でも治療を受けることができます。 ・1 回の投与で修復作用が上手く働けば、 痛みの軽減や機能改善に対する長期的な効果持続が期待で きます(海外の臨床試験にて、GPSIIIシステムでは最大で6~12 ヶ月、APS キットでは最大で24 ヶ 月効果が持続していたとの報告があります) 。 治療の欠点と副作用(デメリット)について ・患者様ご自身の血液を使用するため体調や年齢などに左右され、場合によっては安定した効果が 出にくいといった欠点があります。(治療効果・効果""}, {""code"": ""03C2412018"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2412018/5/0"", ""page"": 3, ""type"": ""product"", ""hit"": ""APS"", ""context"": ""りにくく、何度でも治療を受けることができます。 ・1 回の投与で修復作用が上手く働けば、 痛みの軽減や機能改善に対する長期的な効果持続が期待で きます(海外の臨床試験にて、GPSIIIシステムでは最大で6~12 ヶ月、APS キットでは最大で24 ヶ 月効果が持続していたとの報告があります) 。 治療の欠点と副作用(デメリット)について ・患者様ご自身の血液を使用するため体調や年齢などに左右され、場合によっては安定した効果が 出にくいといった欠点があります。(治療効果・効果の持続期間には個人差があります)""}, {""code"": ""03C2412018"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2412018/5/0"", ""page"": 4, ""type"": ""product"", ""hit"": ""GPS"", ""context"": ""【PRP】1_07_説明文書同意書_三郷中央総合病院 PRP ヒアルロン酸注入 GPS®III APS 概要 関節腔内に投与すること で、損傷した患部の疼痛 を和らげる効果があり、 また、組織を修復する 効 果が期待される。 GPS®IIIをさらに濃縮して いるので、関節腔内に投与 することで、損傷した患部 の疼痛を和らげる効果や組 織を修復する効果がより期 待される。 ヒアルロン酸は関節腔内に 注入されるとクッションの ような働きを""}, {""code"": ""03C2412018"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2412018/5/0"", ""page"": 4, ""type"": ""product"", ""hit"": ""APS"", ""context"": ""【PRP】1_07_説明文書同意書_三郷中央総合病院 PRP ヒアルロン酸注入 GPS®III APS 概要 関節腔内に投与すること で、損傷した患部の疼痛 を和らげる効果があり、 また、組織を修復する 効 果が期待される。 GPS®IIIをさらに濃縮して いるので、関節腔内に投与 することで、損傷した患部 の疼痛を和らげる効果や組 織を修復する効果がより期 待される。 ヒアルロン酸は関節腔内に 注入されるとクッションの ような働きをし、痛みを和 ら""}, {""code"": ""03C2412018"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2412018/5/0"", ""page"": 7, ""type"": ""product"", ""hit"": ""GPS"", ""context"": ""」 )の提供を受けることについて、「再生医療等提供のご説明」に沿って以下の説明 を受けました。 □再生医療等の内容及び目的について □再生医療等に使用する PRP について (今回の治療で使用するキット名称:□GPS®IIIシステム□APS キット) □再生医療等を受けることによる効果、危険について □他の治療法について □再生医療等を受けることを拒否することができること □再生医療等を受けることの拒否、同意の撤回により、不利益な扱いを受けないこと □同意の撤回について □採取した血液の保管及び廃棄について □健康・遺伝的特徴等の重要な知見が得られた場合""}, {""code"": ""03C2412018"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2412018/5/0"", ""page"": 7, ""type"": ""product"", ""hit"": ""APS"", ""context"": ""について、「再生医療等提供のご説明」に沿って以下の説明 を受けました。 □再生医療等の内容及び目的について □再生医療等に使用する PRP について (今回の治療で使用するキット名称:□GPS®IIIシステム□APS キット) □再生医療等を受けることによる効果、危険について □他の治療法について □再生医療等を受けることを拒否することができること □再生医療等を受けることの拒否、同意の撤回により、不利益な扱いを受けないこと □同意の撤回について □採取した血液の保管及び廃棄について □健康・遺伝的特徴等の重要な知見が得られた場合の取り扱いについて □""}]"
366	812	17	3	大阪府|医療法人社団彦星会健都よねだスポーツ整形外科	大阪府	医療法人社団彦星会 健都よねだスポーツ整形外科	01E2503011	PRP	v40_queue							NONE	NO	1	3	0	0	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2503011/5/0	01E2503011:0:200|01E2503011:1:404|01E2503011:2:404	[]
366	812	17	4	愛知県|HIMECLINIC	愛知県	HIME CLINIC	01D2603004	PRP	v41	PRP						NONE	NO	3	5	0	0	https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2603004/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2603004/5/1|https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2603004/5/2	01D2603004:0:200|01D2603004:1:200|01D2603004:2:200|01D2603004:3:404|01D2603004:4:404	[]
366	812	17	5	東京都|一般社団法人雲動会あおぞらクリニック整形外科	東京都	一般社団法人雲動会 あおぞらクリニック整形外科	01C2503018|01C2503021|01C2508095	PRP|脂肪由来幹細胞	v40_queue|v41							NONE	NO	3	9	0	0	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2503018/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2503021/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2508095/5/0	01C2503018:0:200|01C2503018:1:404|01C2503018:2:404|01C2503021:0:200|01C2503021:1:404|01C2503021:2:404|01C2508095:0:200|01C2508095:1:404|01C2508095:2:404	[]
366	812	17	6	東京都|医療法人社団豊饒会RDクリニック東京銀座	東京都	医療法人社団豊饒会RDクリニック東京銀座	02C2501001|02C2512006	PRP|脂肪由来幹細胞	v41	PRP|脂肪由来幹細胞						NONE	NO	4	8	0	1	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2501001/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2501001/5/1|https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2512006/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2512006/5/1	02C2501001:0:200|02C2501001:1:200|02C2501001:2:404|02C2501001:3:404|02C2512006:0:200|02C2512006:1:200|02C2512006:2:404|02C2512006:3:404	[]
366	812	17	7	栃木県|学校法人獨協学園獨協医科大学病院	栃木県	学校法人 獨協学園  獨協医科大学病院	02C2604070|02C2604078	PRP	v40_queue|v41							NONE	NO	2	6	0	1	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2604070/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2604078/5/0	02C2604070:0:200|02C2604070:1:404|02C2604070:2:404|02C2604078:0:200|02C2604078:1:404|02C2604078:2:404	[]
366	812	17	8	神奈川県|横浜市立大学附属病院	神奈川県	横浜市立大学附属病院	02C2411019	PRP	v41							NONE	NO	2	4	0	1	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2411019/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2411019/5/1	02C2411019:0:200|02C2411019:1:200|02C2411019:2:404|02C2411019:3:404	[]
366	812	17	9	長野県|医療法人雨宮病院	長野県	医療法人雨宮病院	01C2206051|01C2206052	PRP	v40_queue							NONE	NO	4	8	0	1	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2206051/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2206051/5/1|https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2206052/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2206052/5/1	01C2206051:0:200|01C2206051:1:200|01C2206051:2:404|01C2206051:3:404|01C2206052:0:200|01C2206052:1:200|01C2206052:2:404|01C2206052:3:404	[]
366	812	18	1	兵庫県|医療法人社団高遼会整形外科たかひろクリニック	兵庫県	医療法人社団高遼会 整形外科たかひろクリニック	01E2101025	PRP	v40_queue		APS|GPS	Zimmer Biomet	Zimmer Biomet		Zimmer Biomet	EXPLICIT_MHLW	YES	1	3	0	0	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2101025/5/0	01E2101025:0:200|01E2101025:1:404|01E2101025:2:404	"[{""code"": ""01E2101025"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2101025/5/0"", ""page"": 2, ""type"": ""product"", ""hit"": ""GPS"", ""context"": ""療の方法について 本治療では、人への治療に使用することが認められた医療機器である本治療専用の遠心分離機と 専用チューブ(GPSIIIまたはAPS キット、どちらもZIMMER BIOMET 社製)を用います。治療に使用す るキットについては患者様とご相談、同意を得た上で決定を致します。 (治療の流れ) 採血 ⇒ PRP 抽出 ⇒ 施術 すべての治療は当日中に完了します。場合によって局部麻酔を行うことがあります。 GPSIIIシステム 1.採血:1 キット約26ml(mi""}, {""code"": ""01E2101025"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2101025/5/0"", ""page"": 2, ""type"": ""product"", ""hit"": ""APS"", ""context"": ""本治療では、人への治療に使用することが認められた医療機器である本治療専用の遠心分離機と 専用チューブ(GPSIIIまたはAPS キット、どちらもZIMMER BIOMET 社製)を用います。治療に使用す るキットについては患者様とご相談、同意を得た上で決定を致します。 (治療の流れ) 採血 ⇒ PRP 抽出 ⇒ 施術 すべての治療は当日中に完了します。場合によって局部麻酔を行うことがあります。 GPSIIIシステム 1.採血:1 キット約26ml(mini 用)ま""}, {""code"": ""01E2101025"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2101025/5/0"", ""page"": 2, ""type"": ""maker"", ""hit"": ""Zimmer Biomet"", ""context"": ""本治療では、人への治療に使用することが認められた医療機器である本治療専用の遠心分離機と 専用チューブ(GPSIIIまたはAPS キット、どちらもZIMMER BIOMET 社製)を用います。治療に使用す るキットについては患者様とご相談、同意を得た上で決定を致します。 (治療の流れ) 採血 ⇒ PRP 抽出 ⇒ 施術 すべての治療は当日中に完了します。場合によって局部麻酔を行うことがあります。 GPSIIIシステム 1.採血:1 キット約26ml(mini 用)または52ml(standard 用)の血液を""}, {""code"": ""01E2101025"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2101025/5/0"", ""page"": 3, ""type"": ""product"", ""hit"": ""GPS"", ""context"": ""、年齢の上限制限はありません。 ・治療痕が残りにくく、何度でも治療を受けることができます。 ・1 回の投与で修復作用が上手く働けば、 痛みの軽減や機能改善に対する長期的な効果持続が期待で きます(海外の臨床試験にて、GPSIIIシステムでは最大で 6~12 ヶ月、APS キットでは最大で 24 ヶ 月効果が持続していたとの報告があります)。 治療の欠点と副作用(デメリット)について ・患者様ご自身の血液を使用するため体調や年齢などに左右され、場合によっては安定した効果が 出にくいといった欠点があります。(治療効果・効""}, {""code"": ""01E2101025"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2101025/5/0"", ""page"": 3, ""type"": ""product"", ""hit"": ""APS"", ""context"": ""にくく、何度でも治療を受けることができます。 ・1 回の投与で修復作用が上手く働けば、 痛みの軽減や機能改善に対する長期的な効果持続が期待で きます(海外の臨床試験にて、GPSIIIシステムでは最大で 6~12 ヶ月、APS キットでは最大で 24 ヶ 月効果が持続していたとの報告があります)。 治療の欠点と副作用(デメリット)について ・患者様ご自身の血液を使用するため体調や年齢などに左右され、場合によっては安定した効果が 出にくいといった欠点があります。(治療効果・効果の持続期間には個人差があります)""}, {""code"": ""01E2101025"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2101025/5/0"", ""page"": 4, ""type"": ""product"", ""hit"": ""GPS"", ""context"": ""1_07_説明文書同意書_たかひろクリニック PRP ヒアルロン酸注入 GPS®III APS 概要 関節腔内に投与すること で、損傷した患部の疼痛 を和らげる効果があり、 また、組織を修復する 効 果が期待される。 GPS®IIIをさらに濃縮してい るので、関節腔内に投与す ることで、損傷した患部の 疼痛を和らげる効果や組織 を修復する効果がより期待 される。 ヒアルロン酸は関節腔内に 注入されるとクッションの ような働きを""}, {""code"": ""01E2101025"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2101025/5/0"", ""page"": 4, ""type"": ""product"", ""hit"": ""APS"", ""context"": ""1_07_説明文書同意書_たかひろクリニック PRP ヒアルロン酸注入 GPS®III APS 概要 関節腔内に投与すること で、損傷した患部の疼痛 を和らげる効果があり、 また、組織を修復する 効 果が期待される。 GPS®IIIをさらに濃縮してい るので、関節腔内に投与す ることで、損傷した患部の 疼痛を和らげる効果や組織 を修復する効果がより期待 される。 ヒアルロン酸は関節腔内に 注入されるとクッションの ような働きをし、痛みを和 ら""}, {""code"": ""01E2101025"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2101025/5/0"", ""page"": 8, ""type"": ""product"", ""hit"": ""GPS"", ""context"": "")の提供を受けることについて、「再生医療等提供のご説明」に沿って以下の説明 を受けました。 □再生医療等の内容及び目的について □再生医療等に使用する PRP について (今回の治療で使用するキット名称: □GPS®IIIシステム □APS キット) □再生医療等を受けることによる効果、危険について □他の治療法について □再生医療等を受けることを拒否することができること □再生医療等を受けることの拒否、同意の撤回により、不利益な扱いを受けないこと □採取した血液の保管及び廃棄について □健康・遺伝的特徴等の重要な知見が得られた場合の取り扱いについて""}, {""code"": ""01E2101025"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2101025/5/0"", ""page"": 8, ""type"": ""product"", ""hit"": ""APS"", ""context"": ""いて、「再生医療等提供のご説明」に沿って以下の説明 を受けました。 □再生医療等の内容及び目的について □再生医療等に使用する PRP について (今回の治療で使用するキット名称: □GPS®IIIシステム □APS キット) □再生医療等を受けることによる効果、危険について □他の治療法について □再生医療等を受けることを拒否することができること □再生医療等を受けることの拒否、同意の撤回により、不利益な扱いを受けないこと □採取した血液の保管及び廃棄について □健康・遺伝的特徴等の重要な知見が得られた場合の取り扱いについて □再生医療等にて得られた試""}]"
366	812	18	2	埼玉県|医療法人社団慶辰会新越谷駅前えがわ整形外科クリニック	埼玉県	医療法人社団慶辰会 新越谷駅前えがわ整形外科クリニック	01C2012028	PRP	v40_queue		APS|GPS	Zimmer Biomet	Zimmer Biomet		Zimmer Biomet	EXPLICIT_MHLW	YES	1	3	0	0	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2012028/5/0	01C2012028:0:200|01C2012028:1:404|01C2012028:2:404	"[{""code"": ""01C2012028"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2012028/5/0"", ""page"": 2, ""type"": ""product"", ""hit"": ""GPS"", ""context"": ""治療の方法について 本治療では、人への治療に使用することが認められた医療機器である本治療専用の遠心分離機と 専用チューブ(GPSIIIまたはAPS キット、どちらもZIMMER BIOMET 社製)を用います。治療に使用す るキットについては患者様とご相談、同意を得た上で決定を致します。 (治療の流れ) 採血 ⇒ PRP 抽出 ⇒ 施術 すべての治療は当日中に完了します、局部麻酔を行うことがあります GPSIIIシステム 1.採血:1 キット約26ml""}, {""code"": ""01C2012028"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2012028/5/0"", ""page"": 2, ""type"": ""product"", ""hit"": ""APS"", ""context"": ""本治療では、人への治療に使用することが認められた医療機器である本治療専用の遠心分離機と 専用チューブ(GPSIIIまたはAPS キット、どちらもZIMMER BIOMET 社製)を用います。治療に使用す るキットについては患者様とご相談、同意を得た上で決定を致します。 (治療の流れ) 採血 ⇒ PRP 抽出 ⇒ 施術 すべての治療は当日中に完了します、局部麻酔を行うことがあります GPSIIIシステム 1.採血:1 キット約26ml または52m""}, {""code"": ""01C2012028"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2012028/5/0"", ""page"": 2, ""type"": ""maker"", ""hit"": ""Zimmer Biomet"", ""context"": ""本治療では、人への治療に使用することが認められた医療機器である本治療専用の遠心分離機と 専用チューブ(GPSIIIまたはAPS キット、どちらもZIMMER BIOMET 社製)を用います。治療に使用す るキットについては患者様とご相談、同意を得た上で決定を致します。 (治療の流れ) 採血 ⇒ PRP 抽出 ⇒ 施術 すべての治療は当日中に完了します、局部麻酔を行うことがあります GPSIIIシステム 1.採血:1 キット約26ml または52ml の血液を採取します。 2. PRP 分""}, {""code"": ""01C2012028"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2012028/5/0"", ""page"": 3, ""type"": ""product"", ""hit"": ""GPS"", ""context"": ""ができます。 ・PRP の投与により、損傷した組織の修復や疼痛の改善効果が期待できます。 ・1 回の投与で修復作用が上手く働けば、 痛みの軽減や機能改善に対する長期的な効果持続が期待で きます (海外の臨床試験にて、GPSIIIシステムでは最大で6~12 ヶ月、APS では最大で24 ヶ月効果が 持続していたとの報告があります) 。 治療の欠点と副作用(デメリット)について ・患者様ご自身の血液を使用するため体調や年齢などに左右され、場合によっては安定した効果が 出にくいといった欠点があります(治療効果・効果の持続期""}, {""code"": ""01C2012028"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2012028/5/0"", ""page"": 3, ""type"": ""product"", ""hit"": ""APS"", ""context"": ""た組織の修復や疼痛の改善効果が期待できます。 ・1 回の投与で修復作用が上手く働けば、 痛みの軽減や機能改善に対する長期的な効果持続が期待で きます (海外の臨床試験にて、GPSIIIシステムでは最大で6~12 ヶ月、APS では最大で24 ヶ月効果が 持続していたとの報告があります) 。 治療の欠点と副作用(デメリット)について ・患者様ご自身の血液を使用するため体調や年齢などに左右され、場合によっては安定した効果が 出にくいといった欠点があります(治療効果・効果の持続期間には個人差があります) ・施""}, {""code"": ""01C2012028"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2012028/5/0"", ""page"": 4, ""type"": ""product"", ""hit"": ""GPS"", ""context"": ""定期的にメンテナンスを行っていますが、 突然の不具合発生により、 治療の日程やお時間を変更させていただくことがございますので、ご理解の程お願いいたします。 PRP ヒアルロン酸注入 ステロイド剤投与 GPS®III APS 概要 関節腔内に投与す ることで、損傷し た患部の疼痛を和 らげ る効果があ り、 また、組織を修 復する 効果が期待 される。 GPS®IIIをさらに濃縮 しているので、関節 腔内に投与すること で、損傷した患部の 疼痛を和らげる効果 や組織を修復する効 果 が よ り 期 待 さ れ る。 ヒアルロン酸は関節 腔内に注入されると""}, {""code"": ""01C2012028"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2012028/5/0"", ""page"": 4, ""type"": ""product"", ""hit"": ""APS"", ""context"": ""ンスを行っていますが、 突然の不具合発生により、 治療の日程やお時間を変更させていただくことがございますので、ご理解の程お願いいたします。 PRP ヒアルロン酸注入 ステロイド剤投与 GPS®III APS 概要 関節腔内に投与す ることで、損傷し た患部の疼痛を和 らげ る効果があ り、 また、組織を修 復する 効果が期待 される。 GPS®IIIをさらに濃縮 しているので、関節 腔内に投与すること で、損傷した患部の 疼痛を和らげる効果 や組織を修復する効 果 が よ り 期 待 さ れ る。 ヒアルロン酸は関節 腔内に注入されると クッションのよ""}]"
366	812	18	3	大阪府|医療法人社団彦星会大阪中之島整形外科	大阪府	医療法人社団彦星会 大阪中之島整形外科	01E2312020|01E2402001|01E2408024|01E2411001	PRP|その他MSK|脂肪由来幹細胞	v40_queue|v41	脂肪由来幹細胞	APS		Zimmer Biomet		Zimmer Biomet	VALIDATED_PRODUCT_MAP	YES	4	12	0	0	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2312020/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2402001/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2408024/5/0|https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2411001/5/0	01E2312020:0:200|01E2312020:1:404|01E2312020:2:404|01E2402001:0:200|01E2402001:1:404|01E2402001:2:404|01E2408024:0:200|01E2408024:1:404|01E2408024:2:404|01E2411001:0:200|01E2411001:1:404|01E2411001:2:404	"[{""code"": ""01E2402001"", ""idx"": 0, ""url"": ""https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2402001/5/0"", ""page"": 3, ""type"": ""product"", ""hit"": ""APS"", ""context"": ""や足場に対して、物理的な負荷(圧力をかける、伸び縮みさせる、こするな ど)を加えることにより、その場所に必要な強度や物性を持った組織が作られると考えら れています。 • 自家 PRP の製造は、 医療機器承認を得ているAPS キットを用いて行います。APS キット では、キットに含まれる細胞分離チューブと濃縮チューブの2本のチューブを用いて製造 することで、より多くの成長因子などを含む PRP が製造されます。 • APS キットで製造した PRP の臨床研究では、片膝に中程度の変形性関節症をもつ患者 46 人を 2 グループに分け、PRP(31 人)と生理食塩水(15 人)""}]"
366	812	18	4	愛知県|あいせい紀年病院	愛知県	あいせい紀年病院	03D2606001	PRP	v40_queue							NONE	NO	1	3	0	0	https://saiseiiryo.mhlw.go.jp/published_plan/download/03D2606001/5/0	03D2606001:0:200|03D2606001:1:404|03D2606001:2:404	[]
