plan_id	mhlw_plan_code	prefecture	facility	category	treatment_class	price_status	amount	amount_min	amount_max	tax	unit	product	maker	plan_evidence_url	price_source	merge_status
V41_02C2603018	02C2603018	千葉県	医療法人鉄蕉会　亀田クリニック	第二種	APS	価格確定	300000			税別	1回	APS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2603018/5/0	AUTO	READY
V41_02C2605007	02C2605007	千葉県	医療法人鉄蕉会　亀田クリニック	第二種	PRP	価格確定	20000			税別	1回			https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2605007/5/0	AUTO	READY
V41_01C2407085	01C2407085	千葉県	千葉ニュータウン整形外科リハビリテーションクリニック	第三種	PRP	価格確定	50000			税別	1回			https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2407085/5/0	AUTO	READY
V41_01C2407086	01C2407086	千葉県	千葉ニュータウン整形外科リハビリテーションクリニック	第二種	PRP	価格確定	50000			税別	2 回分			https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2407086/5/0	AUTO	READY
V41_01C2407086	01C2407086	千葉県	千葉ニュータウン整形外科リハビリテーションクリニック	第二種	PRP	価格確定	90000			税別	2 回分			https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2407086/5/0	AUTO	READY
V41_01C2310044	01C2310044	千葉県	日本医科大学千葉北総病院	第二種	APS/PRP	価格確定	400000			税込	1施術	APS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2310044/5/0	AUTO	READY
V41_03C2410007	03C2410007	千葉県	柏の葉キャンパス整形外科	第二種	PRP	価格確定	55000			税込	1 回(1 部位)			https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2410007/5/0	AUTO	READY
V41_03C2410034	03C2410034	千葉県	柏の葉キャンパス整形外科	第三種	PRP	価格確定	55000			税込	両側			https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2410034/5/0	AUTO	READY
V41_01C2206026	01C2206026	千葉県	柏はせがわ整形外科	第三種	PRP	価格確定	30800			税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2206026/5/0	AUTO	READY
V41_01C2206026	01C2206026	千葉県	柏はせがわ整形外科	第三種	PRP	価格確定	52800			税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2206026/5/0	AUTO	READY
V41_02C2311048	02C2311048	千葉県	社会医療法人社団蛍水会 名戸ヶ谷病院	第二種	PRP	価格確定	30000			税別	ACP・片膝1回・1部位	ACP	Arthrex	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2311048/5/0	AUTO	READY
V41_02C2311048	02C2311048	千葉県	社会医療法人社団蛍水会 名戸ヶ谷病院	第二種	PRP	価格確定	300000			税別	APS・1回・1部位	APS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2311048/5/0	AUTO	READY
V41_02C2407017	02C2407017	千葉県	長浜クリニック	第二種	PRP	価格確定	77000			税込	1 回	ACP	Arthrex	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2407017/5/0	AUTO	READY
V41_02C2407017	02C2407017	千葉県	長浜クリニック	第二種	PRP	価格確定	88000			税込		Condensia	京セラ	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2407017/5/0	AUTO	READY
V41_02C2407017	02C2407017	千葉県	長浜クリニック	第二種	PRP	価格確定	88000			不明	1 回	Condensia	京セラ	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2407017/5/0	AUTO	READY
V41_02C2109023	02C2109023	千葉県	順天堂大学医学部附属浦安病院	第二種	PRP	価格確定	30000			税別	1回			https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2109023/5/0	AUTO	READY
V41_02C2109024	02C2109024	千葉県	順天堂大学医学部附属浦安病院	第三種	PRP	価格確定	60000			税別	1回			https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2109024/5/0	AUTO	READY
V41_02E2405011	02E2405011	和歌山県	伏虎リハビリテーション病院	第三種	PRP	価格確定	100000			税別	1 回	GPS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2405011/5/0	AUTO	READY
V41_01E2503008	01E2503008	和歌山県	医療法人優真会 やなせ整形外科	第三種	PRP	価格確定	30000			税込	1 回	Condensia	京セラ	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2503008/5/0	AUTO	READY
V41_02E2407030	02E2407030	和歌山県	医療法人琉憲会　ナカイマ整形外科クリニック	第三種	PRP	価格確定	55000			税込	両側			https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2407030/5/0	AUTO	READY
V41_02E2507042	02E2507042	和歌山県	社会医療法人黎明会　北出病院	第二種	PRP	価格確定	120000			税別	関節内PRP	GPS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2507042/5/0	AUTO	READY
