plan_id	mhlw_plan_code	facility_id_source	prefecture	facility	address	category	treatment	treatment_class	price_status	evidence_url	v41_lane	scope_status
V41_02C2412031	02C2412031	V41FD5BD04501E	埼玉県	学校法人　獨協学園　獨協医科大学埼玉医療センター	越谷市南越谷2-1-50	第二種	自家滑膜幹細胞注射による変形性膝関節症治療	滑膜幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2412031/5/0	C	IN_SCOPE
V41_01C2303014	01C2303014	V41F85C16ECEC4	埼玉県	根本外科整形外科	富士見市鶴馬３４７７－１	第二種	変形性関節症に対する多血小板血漿（ＰＲＰ）関節内投与療法	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2303014/5/0	D	IN_SCOPE
V41_01C2603013	01C2603013	V41F363B03D9C6	埼玉県	獨協医科大学埼玉医療センター	越谷市南越谷２−１−５０	第二種	変形性関節症に対する多血小板血漿（ＰＲＰ）関節内投与療法	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2603013/5/0	A	IN_SCOPE
V41_02G1911002	02G1911002	V41FCEA4B3A361	大分県	医療法人恵愛会 中村病院	別府市秋葉町8番24号	第三種	多血小板血漿(PRP)の投与によるスポーツ外傷を含む筋、腱、靱帯損傷治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02G1911002/5/0	B	IN_SCOPE
V41_01G2212005	01G2212005	V41F8DFB1B6591	大分県	医療法人社団唱和会　明野中央病院	大分市明野東２丁目７番３３号	第三種	多血小板血漿を用いた靭帯・腱及び腱付着部の機能障害・疾患の治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2212005/5/0	C	IN_SCOPE
V41_01G2010001	01G2010001	V41F3DA3F91FDE	大分県	猿渡整形外科スポーツリハクリニック	大分市竹下2丁目126番地	第三種	四肢の靭帯、筋腱付着部およびスポーツ傷害（筋・腱・靭帯）を対象とした自家多血小板血漿(自家PRP)注入療法	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2010001/5/0	D	IN_SCOPE
V41_01E2505021	01E2505021	V41F72852C3A92	大阪府	AC PLUS CLINIC	大阪市中央区北久宝寺町2丁目1番3号  日本細胞ビル3, 4, 5, 7階	第二種	自家脂肪組織由来幹細胞（ASC）の局所投与による関節治療	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2505021/5/0	A	IN_SCOPE
V41_01E2505022	01E2505022	V41F72852C3A92	大阪府	AC PLUS CLINIC	大阪市中央区北久宝寺町2丁目1番3号  日本細胞ビル3, 4, 5, 7階	第二種	自家脂肪組織由来幹細胞（ASC）の静脈内投与による慢性筋骨格系疼痛治療	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2505022/5/0	C	IN_SCOPE
V41_01E2509011	01E2509011	V41F292C935865	大阪府	AC PLUS CLINIC	大阪市中央区北久宝寺町2-1-3日本細胞ビル3,4,5,7階	第二種	自家脂肪組織由来幹細胞（ASC）の局所投与による関節治療	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2509011/5/0	B	IN_SCOPE
V41_01E2510027	01E2510027	V41F6EACF41783	大阪府	AC PLUS CLINIC	大阪市中央区北久宝寺町2丁目1-3日本細胞ビル3,4,5,7階	第二種	自家脂肪組織由来幹細胞（ASC）の静脈内投与による慢性筋骨格系疼痛治療	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2510027/5/0	D	IN_SCOPE
V41_01E2412017	01E2412017	V41FBFA8BD1C25	大阪府	CELL GRAND CLINIC	大阪市中央区西心斎橋2丁目3-2  御堂筋ミナミビル 4階	第二種	自己脂肪由来幹細胞を用いた変形性関節症の治療	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2412017/5/0	D	IN_SCOPE
V41_01E2502004	01E2502004	V41FBFA8BD1C25	大阪府	CELL GRAND CLINIC	大阪市中央区西心斎橋２丁目3-2 御堂筋ミナミビル４階	第二種	変形性関節症に対する多血小板血漿（ＰＲＰ）関節内投与療法	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2502004/5/0	B	IN_SCOPE
V41_01E2602015	01E2602015	V41FBFA8BD1C25	大阪府	CELL GRAND CLINIC	大阪市中央区西心斎橋２丁目3-2 御堂筋ミナミビル４階	第二種	膝関節症に対する自己脂肪由来幹細胞による治療	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2602015/5/0	C	IN_SCOPE
V41_01E2112013	01E2112013	V41F540932716E	大阪府	ONE CLINIC 梅田	大阪市北区堂山町18-2　若杉東梅田ビル5F	第三種	関節周囲炎に対する自家多血小板血漿(PRP)を利用した軟組織の再生医療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2112013/5/0	A	IN_SCOPE
V41_01E2511022	01E2511022	V41F342EAFE6C6	大阪府	しらい痛みのクリニック	八尾市安中町4-3-17ウエルシア八尾安中店2F	第三種	自己多血小板血漿(PRP)を用いた筋・腱・靭帯の損傷および慢性炎症に対する治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2511022/5/0	B	IN_SCOPE
V41_01E2505003	01E2505003	V41FE38BEE7769	大阪府	つねとう痛みのクリニック	大阪市住吉区長居西2丁目11番18号  WELKAMTY長居西Bldg 2階	第三種	自己多血小板血漿(PRP)を用いた用いた筋・腱・靭帯の損傷及び慢性炎症に対する治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2505003/5/0	C	IN_SCOPE
V41_01E2511002	01E2511002	V41F638DEB5374	大阪府	はせがわ整形外科運動器エコークリニック	大阪市平野区長吉出戸5丁目2-13	第三種	自家多血小板血漿（Platelet-Rich Plasma：PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2511002/5/0	D	IN_SCOPE
V41_01E2605009	01E2605009	V41F2272A75A03	大阪府	ひらまつ整形外科　難波膝スポーツクリニック	大阪市浪速区敷津東2-6-19 そうごうメディカルモールなんば南２階	第三種	多血小板血漿を用いた整形外科領域（関節腔内への投与を除く）の治療	PRP	価格確定	https://www.h-nksc.jp/private_medical/p_03.html	A	IN_SCOPE
V41_03E2512005	03E2512005	V41FDFD34DDDB0	大阪府	まつうら整形・肩肘スポーツクリニック	堺市西区鳳東町6丁 637-1 2F	第三種	自家多血小板血漿（Platelet-Rich Plasma：PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2512005/5/0	B	IN_SCOPE
V41_01E2511017	01E2511017	V41F52D9698588	大阪府	アスレティックス整形外科肩膝スポーツクリニック	八尾市北久宝寺1丁目１－７	第三種	多血小板血漿を用いた整形外科領域（関節腔内への投与を除く）の治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2511017/5/0	C	IN_SCOPE
V41_02E2601002	02E2601002	V41F4D065D9D41	大阪府	シンセルクリニック	大阪市中央区心斎橋1-9-15  大京心斎橋ビル303号室	第二種	自己脂肪由来幹細胞を用いた変形性関節症の治療	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2601002/5/0	D	IN_SCOPE
V41_03E2506014	03E2506014	V41FDECC4D3F9A	大阪府	リセリングクリニック	大阪市北区天満橋1-8-40帝国ホテルプラザ2階	第二種	自己骨髄由来間葉系幹細胞を用いた変形性膝関節症治療	その他MSK	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2506014/5/0	A	IN_SCOPE
V41_01E2403004	01E2403004	V41F394174501B	大阪府	ルナペインクリニック	東大阪市長堂1丁目5-6 布施駅前セントラルビル2階	第三種	自己多血小板血漿（PRP)を用いた、運動器組織再生療法（主に筋・腱・靱帯）	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2403004/5/0	B	IN_SCOPE
V41_01E2508030	01E2508030	V41F47A7456D5D	大阪府	一般社団法人澄佳会 松山淳記念クリニック	大阪市北区芝田2-7-18 ルーシッドスクエア梅田2F	第三種	多血小板血漿を用いた整形外科疾患に対する組織修復治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2508030/5/0	C	IN_SCOPE
V41_01E2604018	01E2604018	V41F0871833971	大阪府	一般社団法人隆起会　おおたき整形外科	大阪市都島区毛馬町二丁目10番33号	第三種	自己多血小板血漿(PRP)療法（治療対象：筋・腱・靭帯損傷）	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2604018/5/0	D	IN_SCOPE
V41_01E2506022	01E2506022	V41F3BB99C549E	大阪府	医療法人 きど整形外科クリニック	吹田市桃山台二丁目２番２号	第三種	自己多血小板血漿（PRP）を用いた筋肉、腱、靭帯、筋膜（関節外の軟部組織）の治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2506022/5/0	B	IN_SCOPE
V41_03E2603007	03E2603007	V41FCD13CAFD1C	大阪府	医療法人 凉庵会 整形外科 吉田クリニック	大阪市阿倍野区阪南町2-20-16	第三種	多血小板血漿(PRP)の投与によるスポーツ外傷を含む筋、腱、靱帯損傷治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2603007/5/0	C	IN_SCOPE
V41_01E2510014	01E2510014	V41F2E57208032	大阪府	医療法人Nクリニック	岸和田市別所町3-10-10	第二種	脂肪由来間葉系間質細胞を用いた腱板、腱、靭帯、筋および周辺組織の治療	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2510014/5/0	D	IN_SCOPE
V41_02E2308012	02E2308012	V41F2E57208032	大阪府	医療法人Nクリニック	岸和田市別所町3-10-10	第三種	多血小板血漿（PRP）の投与によるスポーツ外傷を含む筋、腱、靱帯損傷治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2308012/5/0	B	IN_SCOPE
V41_02E2401006	02E2401006	V41F2E57208032	大阪府	医療法人Nクリニック	岸和田市別所町3-10-10	第二種	脂肪幹細胞を用いた変形性関節症に対する再生医療	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2401006/5/0	C	IN_SCOPE
V41_01E2510012	01E2510012	V41F600DF5DB0B	大阪府	医療法人Nクリニック　本町Nクリニック	大阪市西区西本町一丁目４番１号オリックス 本町ビル２階	第二種	脂肪由来間葉系間質細胞を用いた腱板、腱、靭帯、筋および周辺組織の治療	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2510012/5/0	D	IN_SCOPE
V41_02E2508013	02E2508013	V41F600DF5DB0B	大阪府	医療法人Nクリニック　本町Nクリニック	大阪市西区西本町一丁目４番１号オリックス本町ビル２階	第二種	脂肪幹細胞を用いた変形性関節症に対する再生医療	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2508013/5/0	C	IN_SCOPE
V41_02E2508014	02E2508014	V41F600DF5DB0B	大阪府	医療法人Nクリニック　本町Nクリニック	大阪市西区西本町一丁目４番１号オリックス本町ビル２階	第二種	変形性関節症に対する多血小板血漿を用いた再生医療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2508014/5/0	A	IN_SCOPE
V41_02E2508015	02E2508015	V41F600DF5DB0B	大阪府	医療法人Nクリニック　本町Nクリニック	大阪市西区西本町一丁目４番１号オリックス本町ビル２階	第三種	多血小板血漿を用いた腱板、筋、腱および周辺組織の治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2508015/5/0	B	IN_SCOPE
V41_01E2604003	01E2604003	V41F2E57208032	大阪府	医療法人　Nクリニック	岸和田市別所町3-10-10	第二種	多血小板血漿を用いた難治性の骨髄異常陰影を有する変形性関節症の治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2604003/5/0	A	IN_SCOPE
V41_01E2504019	01E2504019	V41F6BBE77C097	大阪府	医療法人　厚心会　まつかわ整形外科クリニック	堺市西区鳳南町3丁199-116	第三種	多血小板血漿を用いた整形外科領域（関節腔内への投与を除く）の治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2504019/5/0	D	IN_SCOPE
V41_01E2411018	01E2411018	V41F1E4D61CE52	大阪府	医療法人　翔寿会　こんどう整形外科クリニック	大阪市住吉区我孫子東2-4-29	第三種	多血小板血漿を用いた整形外科領域（関節腔内への投与を除く）の治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2411018/5/0	A	IN_SCOPE
V41_01E2104018	01E2104018	V41F8B5B98228D	大阪府	医療法人一幸会 いっしん整形外科	大阪市平野区喜連東五丁目16番22号	第三種	自家多血小板血漿（Platelet-rich plasma：PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2104018/5/0	A	IN_SCOPE
V41_02E2606005	02E2606005	V41FA42E40AECF	大阪府	医療法人亮星会　ほしやま整形外科医院	大阪市北区梅田１−８−１６ヒルトンプラザイースト５階	第三種	多血小板血漿を用いた整形外科領域（関節腔内への投与を除く）の治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2606005/5/0	B	IN_SCOPE
V41_01E2606017	01E2606017	V41FC8FBBE30B3	大阪府	医療法人信生会 Rクリニック	大阪市中央区南船場4丁目5番8号　  ラスターオン心斎橋ビル4階	第二種	膝関節症に対する自己脂肪由来幹細胞による治療	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2606017/5/0	C	IN_SCOPE
V41_01E2510034	01E2510034	V41FDE9D37C30E	大阪府	医療法人健爽会　ReO Clinic	大阪市中央区南船場2丁目5番17号	第二種	自己脂肪由来幹細胞を用いた変形性関節症の治療	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2510034/5/0	D	IN_SCOPE
V41_02E2606021	02E2606021	V41FAB7C68B671	大阪府	医療法人光明会  もりあきクリニック	箕面市船場西三丁目８番１１号  COMプラザ１Ｆ	第二種	自己脂肪由来幹細胞を用いた変形性関節症の治療	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2606021/5/0	A	IN_SCOPE
V41_01E2307007	01E2307007	V41F9674F5DE4E	大阪府	医療法人光明会　もりあきクリニック	箕面市船場西3-8-11ＣＯＭプラザ１Ｆ	第三種	自己多血小板血漿（PRP)を用いた、筋・腱・靱帯の軟部組織再生療法	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2307007/5/0	B	IN_SCOPE
V41_03E2409028	03E2409028	V41F3EBE7BC623	大阪府	医療法人再生会  そばじまクリニック　ニューオータニ大阪院	大阪府大阪市中央区城見1-4-1  ホテルニューオータニ大阪　626・627号室	第二種	自己皮下脂肪組織由幹細胞（ADSCs）を用いた変形性関節症に対する細胞移植治療（ただし、脊柱は除く）	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2409028/5/0	C	IN_SCOPE
V41_01E2304028	01E2304028	V41F5BBC99A172	大阪府	医療法人再生会　そばじまクリニック	東大阪市荒本北2-2-6　クリニックコート東野1F,2F,3F	第二種	腱損傷に対する自家脂肪組織由来細胞群による疼痛緩和治療	その他MSK	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2304028/5/0	A	IN_SCOPE
V41_03E2103018	03E2103018	V41F5BBC99A172	大阪府	医療法人再生会　そばじまクリニック	東大阪市荒本北2-2-6　クリニックコート東野1F,２F,３F	第二種	変形性関節症に対する自家脂肪組織由来細胞群による疼痛緩和治療（ただし、手指及び脊柱を除く）	その他MSK	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2103018/5/0	D	IN_SCOPE
V41_02E2508010	02E2508010	V41F521E1757E6	大阪府	医療法人医誠会　医誠会国際総合病院	大阪市北区南扇町4−14	第三種	自己多血小板血漿(Platelet-rich plasma：PRP)を用いた整形外科領域における軟部組織治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2508010/5/0	B	IN_SCOPE
V41_01E2603014	01E2603014	V41FE797AD4EE5	大阪府	医療法人医進会　高石加茂病院	高石市西取石3丁目23番17号	第三種	自家多血小板血漿（Platelet-Rich Plasma：PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2603014/5/0	C	IN_SCOPE
V41_03E2603012	03E2603012	V41FB040882EEB	大阪府	医療法人協和会　協和会病院	吹田市岸部北１丁目２４番１号	第二種	多血小板血漿抽出液による関節症治療	APS/PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2603012/5/0	D	IN_SCOPE
V41_02E2205013	02E2205013	V41FA6462E3765	大阪府	医療法人啓信会　大阪整形外科病院	大阪市福島区大開四丁目３番６１号	第三種	多血小板血漿を用いた靭帯・腱及び腱付着部の機能障害・疾患の治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2205013/5/0	A	IN_SCOPE
V41_01E2310023	01E2310023	V41FD85B4A7203	大阪府	医療法人天野整形外科	大阪市東住吉区駒川４丁目１−５	第二種	変形性関節症に対する多血小板血漿（ＰＲＰ）関節内投与療法	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2310023/5/0	B	IN_SCOPE
V41_01E2310024	01E2310024	V41FD85B4A7203	大阪府	医療法人天野整形外科	大阪市東住吉区駒川４丁目１−５	第三種	多血小板血漿を用いた整形外科領域（関節腔内への投与を除く）の治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2310024/5/0	C	IN_SCOPE
V41_01E2302002	01E2302002	V41FAA880E4BDF	大阪府	医療法人恒晴会　心斎橋ペインクリニック	大阪市中央区西心斎橋一丁目４番５号御堂筋ビル8階	第三種	筋・腱・靭帯の損傷および慢性炎症に対する自家多血小板血漿注入療法	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2302002/5/0	D	IN_SCOPE
V41_03E2404012	03E2404012	V41F69CBA38A11	大阪府	医療法人想千あわ整形外科クリニック	大阪市西区新町4-6-23　OASISクリニックモール2F	第二種	自家多血小板血漿（Platelet-rich plasma：PRP）を用いた慢性関節炎の治療（関節内組織）	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2404012/5/0	A	IN_SCOPE
V41_01E2302007	01E2302007	V41F851716945F	大阪府	医療法人新和会　朝田整形外科	河内長野市西之山町10-29	第二種	変形性関節症に対する多血小板血漿を用いた再生医療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2302007/5/0	B	IN_SCOPE
V41_02E2510002	02E2510002	V41FE9E1441A34	大阪府	医療法人春秋会　城山病院	羽曳野市はびきの２丁目８番１号	第二種	変形性関節症に対する多血小板血漿（ＰＲＰ）関節内投与療法	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2510002/5/0	C	IN_SCOPE
V41_01E1904021	01E1904021	V41F0FCF9FADBD	大阪府	医療法人朝雲会　あさぐも整形外科クリニック	和泉市いぶき野５―１―２　 ｐｉｖｏ和泉中央２Ｆ	第二種	多血小板血漿抽出液による関節症治療	APS/PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E1904021/5/0	D	IN_SCOPE
V41_01E2308018	01E2308018	V41FA1F4E6B6FE	大阪府	医療法人村上整形外科	大阪市旭区大宮３丁目１１−６	第二種	変形性関節症に対する多血小板血漿（ＰＲＰ）関節内投与療法	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2308018/5/0	A	IN_SCOPE
V41_01E2308019	01E2308019	V41FA1F4E6B6FE	大阪府	医療法人村上整形外科	大阪市旭区大宮３丁目１１−６	第三種	多血小板血漿を用いた整形外科領域（関節腔内への投与を除く）の治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2308019/5/0	B	IN_SCOPE
V41_01E2408018	01E2408018	V41FB7C1354CB5	大阪府	医療法人桂礼会 小阪医院	東大阪市小阪本町一丁目9番13号	第三種	自家多血小板血漿(Platelet-rich plasma：PRP)を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節腔外に限る）	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2408018/5/0	D	IN_SCOPE
V41_01E2408019	01E2408019	V41FB7C1354CB5	大阪府	医療法人桂礼会 小阪医院	東大阪市小阪本町一丁目9番13号	第二種	自家多血小板血漿（Platelet-rich plasma：PRP）を用いた慢性関節炎の治療（関節内組織）	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2408019/5/0	C	IN_SCOPE
V41_02E2407022	02E2407022	V41F231E83A18F	大阪府	医療法人桜希会 東朋八尾健診クリニック	八尾市光町1丁目26番地  メルベーユ光町101	第二種	自己脂肪由来幹細胞を用いた変形性関節症の治療	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2407022/5/0	B	IN_SCOPE
V41_03E2405011	03E2405011	V41F231E83A18F	大阪府	医療法人桜希会 東朋八尾健診クリニック	八尾市光町1丁目26番地 メルベーユ光町 101	第二種	変形性膝関節症に対する多血小板血漿関節内注射治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2405011/5/0	A	IN_SCOPE
V41_02E2508006	02E2508006	V41FB1DEB138E5	大阪府	医療法人梅花林　HORIE R.Pクリニック	大阪市西区北堀江１丁目３−１３ STAR HILLS	第二種	自己脂肪由来幹細胞を用いた変形性関節症の治療	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2508006/5/0	C	IN_SCOPE
V41_01E2603003	01E2603003	V41FBBD6F8D2E6	大阪府	医療法人槻陽会  高槻整形外科・再生医療クリニック	⾼槻市城北町2丁⽬2-3 リュドール⾼槻4階	第二種	自己脂肪由来幹細胞を用いた関節疾患の治療	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2603003/5/0	D	IN_SCOPE
V41_01E2604023	01E2604023	V41F076337D390	大阪府	医療法人槻陽会　高槻整形外科・再生医療クリニック	⾼槻市城北町2-2-3 リュドール⾼槻４階	第三種	自己多血小板血漿（PRP）を用いた筋肉、腱、靭帯、筋膜など関節外の軟部組織治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2604023/5/0	A	IN_SCOPE
V41_01E2501002	01E2501002	V41F63036D55E0	大阪府	医療法人永仁会　千里ペインクリニック	豊中市少路1丁目7番18号 アマニカス1階	第二種	慢性疼痛症に対する自己脂肪由来幹細胞の関節腔内投与による治療	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2501002/5/0	B	IN_SCOPE
V41_01E2412014	01E2412014	V41F7E86F4739A	大阪府	医療法人生樹会　渡辺病院	大阪市西成区天下茶屋１丁目１５−１	第二種	変形性関節症を対象とした多血小板血漿Platelet Rich Plasma（PRP）注入療法	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2412014/5/0	C	IN_SCOPE
V41_01E2312020	01E2312020	V41F0117C8AD61	大阪府	医療法人社団　彦星会　大阪中之島整形外科	大阪市北区中之島四丁目3番51号　NakanoshimaQross４階	第二種	自己脂肪由来幹細胞を用いた変形性関節症の治療	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2312020/5/0	A	IN_SCOPE
V41_01E2408024	01E2408024	V41F0117C8AD61	大阪府	医療法人社団　彦星会　大阪中之島整形外科	大阪市北区中之島四丁目3番51号　NakanoshimaQross４階	第二種	自家培養軟骨細胞（ACC）を用いた移植による低侵襲膝関節軟骨再生治療	その他MSK	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2408024/5/0	D	IN_SCOPE
V41_01E2411001	01E2411001	V41F0117C8AD61	大阪府	医療法人社団彦星会　大阪中之島整形外科	大阪市北区中之島四丁目３番51号　Nakanoshima Qross４階	第三種	多血小板血漿を用いた整形外科領域（関節腔内への投与を除く）の治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2411001/5/0	B	IN_SCOPE
V41_03E2005002	03E2005002	V41F891D68EC8D	大阪府	医療法人社団彦星会　岩橋クリニック	吹田市山手町2丁目6-6	第二種	多血小板血漿（PRP）の投与による変形性関節症治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2005002/5/0	D	IN_SCOPE
V41_03E2005003	03E2005003	V41F891D68EC8D	大阪府	医療法人社団彦星会　岩橋クリニック	吹田市山手町２丁目6-6	第三種	多血小板血漿(PRP)の投与によるスポーツ外傷を含む筋、腱、靱帯損傷治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2005003/5/0	C	IN_SCOPE
V41_03E2602011	03E2602011	V41F84A6CAD21A	大阪府	医療法人社団日生会　リバースセルクリニック	大阪市北区曽根崎新地1-4-20 桜橋IMビル７F	第三種	多血小板血漿を用いた整形外科領域（関節腔内への投与を除く）の治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2602011/5/0	B	IN_SCOPE
V41_03E2602012	03E2602012	V41F84A6CAD21A	大阪府	医療法人社団日生会　リバースセルクリニック	大阪市北区曽根崎新地1-4-20 桜橋IMビル７F	第二種	変形性関節症に対する多血小板血漿（ＰＲＰ）関節内投与療法	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2602012/5/0	A	IN_SCOPE
V41_02E2602004	02E2602004	V41F4187D130F9	大阪府	医療法人社団活寿会 活寿会記念クリニック中之島	大阪市北区中之島4丁目3-51  Nakanoshima Qross 未来医療MEDセンター2階	第二種	自家脂肪組織由来幹細胞（ASC）の投与による関節治療	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2602004/5/0	C	IN_SCOPE
V41_02E2508017	02E2508017	V41F31E1264B11	大阪府	医療法人社団美咲会 えびえ記念病院	大阪市福島区海老江二丁目１番３６号	第二種	変形性関節症および関節腔の傷害を対象とした自家多血小板血漿（PRP）注入療法	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2508017/5/0	A	IN_SCOPE
V41_02E2603004	02E2603004	V41F31E1264B11	大阪府	医療法人社団美咲会 えびえ記念病院	大阪市福島区海老江二丁目１番３６号	第三種	四肢の靭帯、筋腱付着部およびスポーツ傷害（筋・腱・靭帯）を対象とした自家多血小板血漿（PRP）注入療法	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2603004/5/0	D	IN_SCOPE
V41_01E2111002	01E2111002	V41FC1E6387844	大阪府	医療法人神明会　印どうメディカルクリニック	箕面市白島1-15-5	第三種	四肢の靭帯、筋腱付着部、体幹、腰部およびスポーツ傷害（筋・腱・靭帯）を対象とした自己多血小板血漿注入療法	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2111002/5/0	B	IN_SCOPE
