plan_id	mhlw_plan_code	facility_id_source	prefecture	facility	address	category	treatment	treatment_class	price_status	evidence_url	v41_lane	scope_status
V41_01E2605013	01E2605013	V41F298D5BDD7C	京都府	Clinique Haru Kyoto	京都市下京区烏丸通塩小路下る東塩小路町901番地 京都駅ビル内ホテルグランヴィア京都6階	第二種	変形性関節症に対する自己脂肪組織由来間葉系間質細胞投与療法	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2605013/5/0	A	IN_SCOPE
V41_01E2605017	01E2605017	V41F298D5BDD7C	京都府	Clinique Haru Kyoto	京都市下京区烏丸通塩小路下る東塩小路町901番地  京都駅ビル内 ホテルグランヴィア京都6階	第二種	整形外科領域における外傷性疾患又は変性疾患による慢性疼痛緩和を目的とした自己脂肪組織由来間葉系間質細胞の静脈点滴治療	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2605017/5/0	C	IN_SCOPE
V41_01E2605018	01E2605018	V41F298D5BDD7C	京都府	Clinique Haru Kyoto	京都市下京区烏丸通塩小路下る東塩小路町901番地 京都駅ビル内 ホテルグランヴィア京都6階	第二種	変形性関節症・関節炎に対する多血小板血漿(PRP)投与療法	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2605018/5/0	B	IN_SCOPE
V41_03E2210008	03E2210008	V41F2814EACDE2	京都府	S clinic Kyoto	京都市下京区高辻大宮町103大宮高辻ビル4階	第三種	関節周囲炎に対する自家多血小板血漿(PRP)を利用した軟組織の再生医療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2210008/5/0	D	IN_SCOPE
V41_01E2307004	01E2307004	V41FCF3E4213B5	京都府	医療法人いちまる整形外科クリニック	長岡京市長岡2丁目1番32 グランジェ長岡京1F	第三種	多血小板血漿を用いた整形外科疾患に対する組織修復治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2307004/5/0	A	IN_SCOPE
V41_01E2506011	01E2506011	V41F5062DFC89F	京都府	医療法人京都翔医会 西京都病院	京都市西京区桂畑ヶ田町175番地	第三種	自家多血小板血漿（Platelet-Rich Plasma：PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2506011/5/0	B	IN_SCOPE
V41_03E2601002	03E2601002	V41FC3F967088F	京都府	医療法人社団千春会  千春会ハイパーサーミアクリニック	長岡京市神足2丁目3-1 バンビオ1番館7階	第三種	自家多血小板血漿（Platelet-Rich Plasma：PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2601002/5/0	C	IN_SCOPE
V41_01E2403019	01E2403019	V41FE5FC338D8F	京都府	医療法人社団蒼樹会　山本整形外科	京都市伏見区竹田七瀬川町86-8	第三種	多血小板血漿を用いた整形外科領域（関節腔内への投与を除く）の治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2403019/5/0	D	IN_SCOPE
V41_01E2605002	01E2605002	V41F76A2E48646	京都府	医療法人社団親和会 京都木原病院	京都市南区西九条春日町5-1	第三種	四肢の筋・腱・靱帯及びその付着部の傷害を対象とした自家多血小板血漿（PRP）注入療法	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2605002/5/0	A	IN_SCOPE
V41_02E2306012	02E2306012	V41F6F203D8D1C	京都府	医療法人社団貴順会吉川病院	京都市左京区聖護院山王町1番地	第三種	自家多血小板血漿（Platelet-rich plasma：PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2306012/5/0	B	IN_SCOPE
V41_02E2407035	02E2407035	V41FEE0559004F	京都府	医療法人社団順和会　京都下鴨病院	京都市左京区下鴨東森ヶ前町17	第三種	多血小板血漿(PRP)の投与によるスポーツ外傷を含む筋、腱、靱帯損傷治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2407035/5/0	C	IN_SCOPE
V41_03E2603014	03E2603014	V41FE04D46B809	京都府	医療法人藍整会　なか整形外科　京都西院リハビリテーションクリニック	京都市右京区西院高山寺町13　西院阪急ビル3F	第二種	多血小板血漿による関節症治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2603014/5/0	D	IN_SCOPE
V41_03E2603015	03E2603015	V41FE04D46B809	京都府	医療法人藍整会　なか整形外科　京都西院リハビリテーションクリニック	京都市右京区西院高山寺町13　西院阪急ビル3F	第三種	多血小板血漿を用いた靭帯・腱及び腱付着部の機能障害・疾患の治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2603015/5/0	A	IN_SCOPE
V41_02E2505009	02E2505009	V41FF6B5A563C7	京都府	医療法人財団佐々木会　深江形成整形外科医院	京都市下京区新町通四条下る四条町348番地	第二種	自己脂肪由来幹細胞を用いた慢性疼痛の治療	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2505009/5/0	C	IN_SCOPE
V41_03E2407009	03E2407009	V41FF6B5A563C7	京都府	医療法人財団佐々木会　深江形成整形外科医院	京都市下京区新町通四条下る四条町348番地	第二種	自己脂肪由来幹細胞を用いた変形性関節症の治療	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2407009/5/0	B	IN_SCOPE
V41_03E2507006	03E2507006	V41FE5F303E2B0	京都府	医療法人財団康生会 たけだ膠原病リウマチクリニック	京都市下京区東洞院通七条下る二丁目東塩小路町606-3   三旺京都駅前ビル1階	第二種	自家脂肪組織由来の培養間葉系幹細胞を用いた変形性膝関節症の治療	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2507006/5/0	B	IN_SCOPE
V41_03E2507007	03E2507007	V41FE5F303E2B0	京都府	医療法人財団康生会 たけだ膠原病リウマチクリニック	京都市下京区東洞院通七条下る二丁目東塩小路町606-3 三旺京都駅前ビル1階	第二種	自家多血小板血漿（Platelet-rich plasma：PRP）を用いた慢性関節炎の治療（関節内組織）	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2507007/5/0	D	IN_SCOPE
V41_03E2507008	03E2507008	V41FE5F303E2B0	京都府	医療法人財団康生会 たけだ膠原病リウマチクリニック	京都市下京区東洞院通七条下る二丁目東塩小路町606-3 三旺京都駅前ビル1階	第三種	自家多血小板血漿(Platelet-rich plasma：PRP)を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節腔外に限る）	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2507008/5/0	A	IN_SCOPE
V41_01G2108005	01G2108005	V41FA84AA2260D	佐賀県	医療法人仁栄会　さかえまち整形外科	佐賀市駅前中央1-4-17コムボックス佐賀駅前2F	第三種	自己多血小板血漿(PRP)を用いた、筋・腱・靭帯の軟部組織再生療法	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2108005/5/0	C	IN_SCOPE
V41_01G2403006	01G2403006	V41FB801F6755A	佐賀県	地方独立行政法人佐賀県医療センター好生館	佐賀市嘉瀬町大字中原４００番地	第三種	自己多血小板血漿(PRP)を用いた筋肉、腱、靭帯、筋膜（関節外の軟部組織）の治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01G2403006/5/0	D	IN_SCOPE
V41_01E2603017	01E2603017	V41F40626ADF30	兵庫県	SAクリニック	神戸市中央区元町通1丁目4番12号403号室	第二種	自家培養脂肪由来幹細胞を用いた関節系疾患に対する治療	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2603017/5/0	A	IN_SCOPE
V41_01E2601009	01E2601009	V41F5F285A66EF	兵庫県	「夢」整形外科スポーツクリニック	姫路市大津区平松131	第二種	変形性関節症を対象とした自家多血小板血漿（PRP）注入療法	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2601009/5/0	C	IN_SCOPE
V41_01E2602008	01E2602008	V41F5F285A66EF	兵庫県	「夢」整形外科スポーツクリニック	姫路市大津区平松131	第二種	変形性関節症に対する自己滑膜由来培養間葉系幹細胞の関節内投与療法	滑膜幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2602008/5/0	B	IN_SCOPE
V41_01E2604001	01E2604001	V41FD49D6B3BD7	兵庫県	かいと整形外科リハビリクリニック	尼崎市長洲西通1丁目4-15	第二種	変形性関節症を対象とした自家多血小板血漿（PRP）注入療法	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2604001/5/0	D	IN_SCOPE
V41_01E2603008	01E2603008	V41F3888E7D4F3	兵庫県	ささき整形外科リハビリクリニック	芦屋市海洋町6-1	第二種	自己脂肪由来幹細胞を用いた関節疾患の治療	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2603008/5/0	C	IN_SCOPE
V41_01E2603009	01E2603009	V41F3888E7D4F3	兵庫県	ささき整形外科リハビリクリニック	芦屋市海洋町6-1	第二種	自家多血小板血漿（Platelet-Rich Plasma：PRP）を用いた慢性関節炎の治療（関節内組織）	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2603009/5/0	A	IN_SCOPE
V41_01E2603010	01E2603010	V41F3888E7D4F3	兵庫県	ささき整形外科リハビリクリニック	芦屋市海洋町6-1	第三種	自家多血小板血漿（Platelet-Rich Plasma：PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2603010/5/0	B	IN_SCOPE
V41_01E2402021	01E2402021	V41FB46E02318B	兵庫県	たちはら整形外科・肩とスポーツのクリニック	明石市大蔵天神町5-16	第三種	自家多血小板血漿(Platelet-rich plasma:PRP)を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節腔外に限る）	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2402021/5/0	A	IN_SCOPE
V41_01E2402024	01E2402024	V41FB46E02318B	兵庫県	たちはら整形外科・肩とスポーツのクリニック	明石市大蔵天神町5-16	第二種	自家多血小板血漿（Platelet-rich plasma：PRP）を用いた慢性関節炎の治療（関節内組織）	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2402024/5/0	D	IN_SCOPE
V41_03E2409010	03E2409010	V41F4050181104	兵庫県	やす整形外科クリニック	明石市和坂12-16　カトレアビル	第三種	多血小板血漿(PRP)の投与によるスポーツ外傷を含む筋、腱、靱帯損傷治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2409010/5/0	B	IN_SCOPE
V41_01E2101022	01E2101022	V41F61563E6EA1	兵庫県	三輪整形外科クリニック	神戸市垂水区舞多聞西五丁目１番３号　  ノアすこやかプラザ舞多聞クリニックモール１０２号室	第三種	自家多血小板血漿(Platelet-rich plasma:PRP)を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療(関節腔外に限る)	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2101022/5/0	C	IN_SCOPE
V41_03E2509015	03E2509015	V41FDA9F8D246C	兵庫県	兵庫県立リハビリテーション中央病院	神戸市西区曙町1070	第三種	自家多血小板血漿(Platelet-rich plasma：PRP)を用いた筋・腱・靭帯損傷に対する治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2509015/5/0	D	IN_SCOPE
V41_03E2607007	03E2607007	V41F795D2C68D4	兵庫県	医療法人　研樹会　神戸ルミヴィアクリニック	兵庫県兵庫県神戸市中央区北長狭通4-6-15  リンズエムディ神戸元町5F	第三種	多血小板血漿（Platelet-rich plasma：PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2607007/5/0	A	IN_SCOPE
V41_01E2407013	01E2407013	V41FB8659C42C9	兵庫県	医療法人社団　髙倉整形外科クリニック	神戸市灘区徳井町5-4-21	第三種	多血小板血漿を用いた整形外科領域（関節腔内への投与を除く）の治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2407013/5/0	B	IN_SCOPE
V41_03E2404005	03E2404005	V41F4EE36EF8BB	兵庫県	医療法人社団さいとう整形外科	神戸市西区桜が丘中町４丁目９−７	第三種	多血小板血漿を用いた整形外科領域（関節腔内への投与を除く）の治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2404005/5/0	C	IN_SCOPE
V41_03E2402001	03E2402001	V41F7176357132	兵庫県	医療法人社団リハケア会  西川整形外科リハビリクリニック	尼崎市武庫之荘本町1丁目1-4	第二種	多血小板血漿（PRP）の投与による変形性関節症治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2402001/5/0	D	IN_SCOPE
V41_01E2503026	01E2503026	V41F893E703F8F	兵庫県	医療法人社団大室整形外科　脊椎・関節クリニック	姫路市中地371	第三種	自家多血小板血漿（Platelet-Rich Plasma：PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2503026/5/0	A	IN_SCOPE
V41_01E2303011	01E2303011	V41F6A6AB60075	兵庫県	医療法人社団大雄会　大井クリニック	西宮市名次町５－２４	第三種	多血小板血漿を用いた整形外科領域（関節腔内への投与を除く）の治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2303011/5/0	B	IN_SCOPE
V41_01E1909025	01E1909025	V41F238D9643BD	兵庫県	医療法人社団慶愛会　森口整形外科	伊丹市鈴原町１丁目９号３番	第三種	多血小板血漿を用いた靭帯・腱及び腱付着部の機能障害・疾患の治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E1909025/5/0	C	IN_SCOPE
V41_02E2302006	02E2302006	V41F68786D41F6	兵庫県	医療法人社団成道会　ひろクリニック	神戸市中央区京町70番　松岡ビルディング２F・３F	第三種	多血小板血漿（Platelet-rich plasma：PRP）を用いた筋、筋腱付着部、靭帯修復	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2302006/5/0	D	IN_SCOPE
V41_01E2109006	01E2109006	V41F429604CEAE	兵庫県	医療法人社団武部整形外科リハビリテーション	尼崎市浜田町五丁目28番地	第三種	自家多血小板血漿（Platelet-rich plasma：PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2109006/5/0	A	IN_SCOPE
V41_02E2504009	02E2504009	V41F7580AEDEF9	兵庫県	医療法人財団　神戸海星病院	神戸市灘区篠原北町3丁目11番15号	第三種	多血小板血漿（PRP）の投与によるスポーツ外傷を含む筋、腱、靭帯損傷治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02E2504009/5/0	B	IN_SCOPE
V41_01E2605011	01E2605011	V41F116094477C	兵庫県	増本整形外科クリニック	兵庫県西宮市学文殿町１丁目８番２０号	第三種	多血小板血漿を用いた整形外科領域（関節腔内への投与を除く）の治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2605011/5/0	C	IN_SCOPE
V41_01E2511015	01E2511015	V41F8D08F26B66	兵庫県	木本整形外科クリニック	宝塚市中山五月台2-3-7	第三種	四肢の筋・腱・靱帯及びその付着部の傷害を対象とした自家多血小板血漿（PRP）注入療法	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2511015/5/0	D	IN_SCOPE
V41_02E1906017	02E1906017	V41F39A975C95D	兵庫県	特定医療法人誠仁会　大久保病院	明石市大久保町大窪2095番の１	第三種	自己多血小板血漿(PRP)を用いた筋・腱・靭帯等の軟部組織治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02E1906017/5/0	A	IN_SCOPE
V41_01E2005009	01E2005009	V41F3D4758D0BE	兵庫県	芦屋整形外科スポーツクリニック	芦屋市大原町28番1号 パルティ芦屋1階	第三種	自家多血小板血漿(Platelet-rich plasma:PRP)を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療(関節腔外に限る)	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2005009/5/0	D	IN_SCOPE
V41_01E2508015	01E2508015	V41F3D4758D0BE	兵庫県	芦屋整形外科スポーツクリニック	芦屋市大原町28番1号 パルティ芦屋1階	第二種	自家多血小板血漿（Platelet-rich plasma：PRP）を用いた慢性関節炎の治療（関節内組織）	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2508015/5/0	C	IN_SCOPE
V41_01E2508016	01E2508016	V41F3D4758D0BE	兵庫県	芦屋整形外科スポーツクリニック	芦屋市大原町28番1号 パルティ芦屋1階	第三種	自家多血小板血漿（Platelet-Rich Plasma：PRP）を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2508016/5/0	B	IN_SCOPE
V41_01E2506024	01E2506024	V41FCBEA5E9FE2	兵庫県	藤田整形外科 スポーツクリニック	神戸市須磨区磯馴町3丁目2番20号	第三種	多血小板血漿（PRP）を用いた整形外科領域（関節腔内への投与を除く）の治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2506024/5/0	A	IN_SCOPE
V41_01A2603002	01A2603002	V41FB9390600CD	北海道	医療法人社団再星会　ひざのセルクリニック札幌院	札幌市中央区南1条西１６丁目１番２４５　レーベンビル４F	第二種	自己脂肪由来幹細胞を用いた慢性疼痛の治療	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01A2603002/5/0	B	IN_SCOPE
V41_02A2605003	02A2605003	V41FF1E3B23F7D	北海道	医療法人美喜有会  リペアセルクリニック札幌院	札幌市中央区大通西5丁目10番  ザイマックス札幌大通ビルB1	第二種	自己脂肪由来幹細胞と自己前骨分化誘導培養上清液を用いた変形性関節症の治療	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02A2605003/5/0	C	IN_SCOPE
V41_01A2312001	01A2312001	V41F862857859B	北海道	札幌ひざのセルクリニック	札幌市中央区南1条西１６丁目１番２４５　レーベンビル４F	第二種	自己脂肪由来幹細胞を用いた変形性関節症の治療	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01A2312001/5/0	A	IN_SCOPE
V41_01A2312002	01A2312002	V41F862857859B	北海道	札幌ひざのセルクリニック	札幌市中央区南1条西１６丁目１番２４５　レーベンビル４F	第二種	自己脂肪由来幹細胞を用いた慢性疼痛の治療	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01A2312002/5/0	B	IN_SCOPE
V41_01A2312003	01A2312003	V41F862857859B	北海道	札幌ひざのセルクリニック	札幌市中央区南1条西１６丁目１番２４５　レーベンビル４F	第二種	変形性関節症に対する自家多血小板血漿（ＰＲＰ）関節内投与療法	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01A2312003/5/0	D	IN_SCOPE
V41_03A2505002	03A2505002	V41F36AC21EE08	北海道	社会医療法人　孝仁会　  釧路孝仁会記念病院	釧路市愛国191番212	第二種	自己脂肪（組織）由来再生（幹）細胞を用いた変形性膝関節症の治療	その他MSK	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/03A2505002/5/0	C	IN_SCOPE
V41_03A2505012	03A2505012	V41F36AC21EE08	北海道	社会医療法人孝仁会  釧路孝仁会記念病院	釧路市愛国191番212	第二種	膝関節における軟骨欠損（外傷性軟骨損傷・離断性骨軟骨炎・早期変形性膝関節症）を対象とした自家滑膜間葉系幹細胞由来三次元人工組織（自家gMSC®1-A）移植	滑膜幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/03A2505012/5/0	D	IN_SCOPE
V41_01C2502010	01C2502010	V41FFB0DB7E7A5	千葉県	しろやまいたみのクリニック	館山市長須賀字新工309-1	第三種	自己多血小板血漿(PRP)を用いた筋・腱・靭帯の損傷及び慢性炎症に対する治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2502010/5/0	A	IN_SCOPE
V41_02C2201001	02C2201001	V41F3BF8F7985E	千葉県	ジェフユナイテッド株式会社　診療所	千葉県千葉市中央区川崎町1-38	第三種	自己多血小板血漿(PRP)を用いた整形外科的治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2201001/5/0	B	IN_SCOPE
V41_01C2307046	01C2307046	V41F420560E2C5	千葉県	医療法人平成博愛会　印西総合病院	印西市牧の台1-1-1	第三種	自家多血小板血漿(Platelet-rich plasma: PRP)を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療（関節外の軟部組織）	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2307046/5/0	C	IN_SCOPE
V41_02C2601085	02C2601085	V41F5C961B1A36	千葉県	医療法人社団　順徳会　下総中山整形外科クリニック	船橋市本中山2-10-1 ミレニティ中山4階	第二種	自己脂肪組織由来幹細胞（ASCs）を用いた変形性関節症の治療	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2601085/5/0	B	IN_SCOPE
V41_02C2601086	02C2601086	V41F5C961B1A36	千葉県	医療法人社団　順徳会　下総中山整形外科クリニック	船橋市本中山2-10-1 ミレニティ中山4階	第二種	自己多血小板血漿(PRP)療法（治療対象：関節炎・変形性関節症）	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2601086/5/0	A	IN_SCOPE
V41_02C2601087	02C2601087	V41F5C961B1A36	千葉県	医療法人社団　順徳会　下総中山整形外科クリニック	船橋市本中山2-10-1 ミレニティ中山4階	第三種	自己多血小板血漿(PRP)療法（治療対象：筋・腱・靭帯損傷）	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2601087/5/0	D	IN_SCOPE
V41_01C2409051	01C2409051	V41F86A7684487	千葉県	医療法人社団オルソプラス  むらた整形外科	八千代市大和田新田99	第二種	自家多血小板血漿（Platelet-Rich Plasma：PRP）を用いた慢性関節炎の治療  （関節内組織）	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2409051/5/0	C	IN_SCOPE
V41_01C2202017	01C2202017	V41FF881483FE2	千葉県	医療法人社団仁敬会　そがセントラルクリニック	千葉市中央区宮崎町561－1	第二種	変形性関節症に対する多血小板血漿（ＰＲＰ）関節内投与療法	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2202017/5/0	D	IN_SCOPE
V41_01C2202018	01C2202018	V41FF881483FE2	千葉県	医療法人社団仁敬会　そがセントラルクリニック	千葉市中央区宮崎町561－1	第三種	多血小板血漿を用いた整形外科領域（関節腔内への投与を除く）の治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2202018/5/0	A	IN_SCOPE
V41_01C2110055	01C2110055	V41F0EA12DEF17	千葉県	医療法人社団千美会  ガーデンクリニック船橋院	船橋市本町4-40-23  サドヤサザンテラス702	第二種	自己脂肪由来幹細胞を用いた変形性関節症の治療	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2110055/5/0	B	IN_SCOPE
V41_02C2501012	02C2501012	V41F7005827876	千葉県	医療法人社団千聡会  北原整形外科	習志野市本大久保３丁目９−２４	第三種	四肢の靭帯、筋腱付着部およびスポーツ傷害（筋・腱・靭帯）を対象とした自家多血小板血漿（PRP）注入療法	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2501012/5/0	C	IN_SCOPE
V41_02C2501013	02C2501013	V41F7005827876	千葉県	医療法人社団千聡会  北原整形外科	習志野市本大久保３丁目９−２４	第二種	変形性関節症および関節腔の傷害を対象とした自家多血小板血漿（PRP）注入療法	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2501013/5/0	D	IN_SCOPE
V41_02C2512058	02C2512058	V41F367B1E5EEF	千葉県	医療法人社団協友会　柏厚生総合病院	柏市篠籠田617番地	第二種	多血小板血漿（Platelet-rich plasma：PRP）を用いた関節痛治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2512058/5/0	A	IN_SCOPE
V41_02C2601001	02C2601001	V41F367B1E5EEF	千葉県	医療法人社団協友会　柏厚生総合病院	柏市篠籠田617番地	第三種	自己多血小板血漿（Platelet-rich plasma : PRP)を用いた整形外科領域における軟部組織治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2601001/5/0	B	IN_SCOPE
V41_01C2410046	01C2410046	V41FA67B1D3993	千葉県	医療法人社団南洲会 南洲会勝浦クリニック	勝浦市墨名485番地252	第三種	四肢の靭帯、筋腱付着部およびスポーツ傷害（筋・腱・靭帯）を対象とした自家多血小板血漿（PRP）注入療法	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2410046/5/0	C	IN_SCOPE
V41_01C2106043	01C2106043	V41FD905F404DE	千葉県	医療法人社団曙会 流山中央病院	流山市東初石二丁目１３２番地の２	第三種	自家多血小板血漿(Platelet-rich plasma:PRP)を用いた筋肉、腱、靭帯、筋膜の損傷及び慢性炎症の治療(関節外の軟部組織)	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2106043/5/0	D	IN_SCOPE
V41_01C2306039	01C2306039	V41FFD3F4C623B	千葉県	医療法人社団淳英会　おゆみの中央病院	千葉市緑区おゆみ野南六丁目 49 番地 9	第二種	自己脂肪由来間葉系幹細胞を用いた関節痛、変形性関節症治療	脂肪由来幹細胞	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2306039/5/0	A	IN_SCOPE
V41_02C2205006	02C2205006	V41FFD3F4C623B	千葉県	医療法人社団淳英会　おゆみの中央病院	千葉市緑区おゆみ野南六丁目４９番地９	第二種	多血小板血漿抽出液による関節症治療	APS/PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2205006/5/0	D	IN_SCOPE
V41_03C2206012	03C2206012	V41FFD3F4C623B	千葉県	医療法人社団淳英会　おゆみの中央病院	千葉市緑区おゆみ野南六丁目49番地9	第三種	多血小板血漿を用いた靭帯・腱及び腱付着部の機能障害・疾患の治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2206012/5/0	C	IN_SCOPE
V41_03C2301025	03C2301025	V41F6C5FD611B2	千葉県	医療法人社団淳英会　Ｊメディカルおゆみの	千葉市緑区おゆみ野三丁目16番地1  ゆみ～る鎌取ショッピングセンター５階	第二種	多血小板血漿抽出液による関節症治療	APS/PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2301025/5/0	B	IN_SCOPE
V41_03C2301026	03C2301026	V41F6C5FD611B2	千葉県	医療法人社団淳英会　Ｊメディカルおゆみの	千葉市緑区おゆみ野三丁目16番地1  ゆみ～る鎌取ショッピングセンター５階	第三種	多血小板血漿を用いた靭帯・腱及び腱付着部の機能障害・疾患の治療	PRP	価格確定	https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2301026/5/0	A	IN_SCOPE
