lane	queue_index	plan_id	mhlw_plan_code	facility_id	prefecture	facility	category	treatment_class	status	amount	tax	unit	products	makers	document_url	ranking_eligible	merge_status	qc_reason
B	101	P00093	01C2306023	F0331	栃木県	医療法人親仁会 佐藤病院	第二種	PRP	QC						https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2306023/5/0	false	REVIEW_QC_NO_PRICE	no price found after text/OCR pass
B	102	P00094	02C2604070	F0329	栃木県	学校法人獨協学園 獨協医科大学病院	第二種	PRP	AUTO	77000	税込	1回			https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2604070/5/0	true	READY_AUTO	
B	102	P00094	02C2604070	F0329	栃木県	学校法人獨協学園 獨協医科大学病院	第二種	PRP	AUTO	138000	税込	1回			https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2604070/5/0	true	READY_AUTO	
B	102	P00094	02C2604070	F0329	栃木県	学校法人獨協学園 獨協医科大学病院	第二種	PRP	AUTO	198000	税込	1回			https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2604070/5/0	true	READY_AUTO	
B	102	P00094	02C2604070	F0329	栃木県	学校法人獨協学園 獨協医科大学病院	第二種	PRP	AUTO	11000	税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2604070/5/0	true	READY_AUTO	
B	102	P00094	02C2604070	F0329	栃木県	学校法人獨協学園 獨協医科大学病院	第二種	PRP	AUTO	77000	税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2604070/5/0	true	READY_AUTO	
B	103	P00625	01C2206039	F0444	神奈川県	一般社団法人SOL SOL整形外科鷺沼スポーツクリニック	第三種	PRP	AUTO	40000	税別		ACP	Arthrex	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2206039/5/0	true	READY_AUTO	
B	103	P00625	01C2206039	F0444	神奈川県	一般社団法人SOL SOL整形外科鷺沼スポーツクリニック	第三種	PRP	AUTO	200000	税別		ACP	Arthrex	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2206039/5/0	true	READY_AUTO	
B	103	P00625	01C2206039	F0444	神奈川県	一般社団法人SOL SOL整形外科鷺沼スポーツクリニック	第三種	PRP	AUTO	300000	税別		ACP	Arthrex	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2206039/5/0	true	READY_AUTO	
B	104	P00190	01C2001039	F0351	神奈川県	医療法人社団 三朋会 嶺整形外科クリニック	第二種	PRP	QC						https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2001039/5/0	false	REVIEW_QC_NO_PRICE	no price found after text/OCR pass
B	105	P00189	01C2110056	F0352	神奈川県	医療法人社団 千美会 ガーデンクリニック横浜院	第二種	脂肪由来幹細胞	AUTO	1280000	税別	1回			https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2110056/5/0	true	READY_AUTO	
B	106	P00194	01C2209019	F0355	神奈川県	医療法人社団梅沢医院 梅沢整形外科	第二種	PRP	AUTO	44000	税込	2 回分			https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2209019/5/0	true	READY_AUTO	
B	106	P00194	01C2209019	F0355	神奈川県	医療法人社団梅沢医院 梅沢整形外科	第二種	PRP	AUTO	55000	税込	2 回分			https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2209019/5/0	true	READY_AUTO	
B	107	P00195	01C2406022	F0360	神奈川県	医療法人社団正順会 イノルト整形外科 藤沢院	第二種	脂肪由来MSC	AUTO	5000000	税別				https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2406022/5/0	true	READY_AUTO	line-level strong price context
B	107	P00195	01C2406022	F0360	神奈川県	医療法人社団正順会 イノルト整形外科 藤沢院	第二種	脂肪由来MSC	AUTO	1000000	税別				https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2406022/5/0	true	READY_AUTO	line-level strong price context
B	108	P00191	03C2310078	F0365	神奈川県	医療法人緑樹会 あおば整形外科	第二種	PRP/APS	AUTO	150000	不明		APS|GPS|Zimmer	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2310078/5/0	true	READY_AUTO	
B	108	P00191	03C2310078	F0365	神奈川県	医療法人緑樹会 あおば整形外科	第二種	PRP/APS	AUTO	300000	不明		APS|GPS|Zimmer	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2310078/5/0	true	READY_AUTO	
B	109	P00192	03C2511006	F0366	神奈川県	医療法人財団明理会 東戸塚記念病院	第二種	PRP/APS	AUTO	300000	不明		APS|GPS|Zimmer	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2511006/5/0	true	READY_AUTO	
B	110	P00193	01C2412054	F0367	神奈川県	医療法人野球医学 ベースボール＆スポーツクリニック	第二種	PRP	AUTO	55000	税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2412054/5/0	true	READY_AUTO	line-level medium price context
B	111	P00206	01C2502024	F0353	神奈川県	弘明寺整形外科リハビリテーションクリニック	第三種	PRP	QC	5000	税込	1回(採血が15ml の場合)			https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2502024/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
