lane	queue_index	plan_id	mhlw_plan_code	facility_id	prefecture	facility	category	treatment_class	status	amount	tax	unit	products	makers	document_url	ranking_eligible	merge_status	qc_reason
B	151	P00341	03E2511007	F0368	福井県	春江病院	第三種	PRP	AUTO	44000	税込	1 回			https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2511007/5/0	true	READY_AUTO	
B	151	P00341	03E2511007	F0368	福井県	春江病院	第三種	PRP	AUTO	44000	税込	2 回分			https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2511007/5/0	true	READY_AUTO	
B	151	P00341	03E2511007	F0368	福井県	春江病院	第三種	PRP	AUTO	55000	税込	1 回			https://saiseiiryo.mhlw.go.jp/published_plan/download/03E2511007/5/0	true	READY_AUTO	
B	152	P00346	01C2210030	F0403	長野県	医療法人弘仁会 かもいクリニック	第三種	PRP	AUTO	50000	税込	両側			https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2210030/5/0	true	READY_AUTO	line-level strong price context
B	152	P00346	01C2210030	F0403	長野県	医療法人弘仁会 かもいクリニック	第三種	PRP	AUTO	15000	税込	両側			https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2210030/5/0	true	READY_AUTO	line-level strong price context
B	153	P00347	02C2306046	F0404	長野県	医療法人直佳会 森 ロコモクリニック	第三種	PRP	AUTO	100000	不明		GPS|Zimmer	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2306046/5/0	true	READY_AUTO	
B	154	P00348	02C1908018	F0405	長野県	医療法人笠間整形外科医院	第三種	PRP	AUTO	150000	不明		GPS|Zimmer	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/02C1908018/5/0	true	READY_AUTO	
B	155	P00349	01C2308047	F0406	長野県	医療法人都甲クリニック	第三種	PRP	QC	38000	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2308047/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
B	156	P00368	01E2502021	F0007	京都府	一般社団法人日生会 CELL CLINIC KYOTO	第二種	脂肪由来幹細胞	QC						https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2502021/5/0	false	REVIEW_QC_NO_PRICE	no price found after text/OCR pass
B	157	P00369	01E2502020	F0007	京都府	一般社団法人日生会 CELL CLINIC KYOTO	第二種	脂肪由来幹細胞	QC						https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2502020/5/0	false	REVIEW_QC_NO_PRICE	no price found after text/OCR pass
B	158	P00370	01E2307003	F0001	京都府	医療法人いちまる整形外科クリニック	第二種	PRP	AUTO	55000	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2307003/5/0	true	READY_AUTO	line-level strong price context
B	158	P00370	01E2307003	F0001	京都府	医療法人いちまる整形外科クリニック	第二種	PRP	AUTO	11000	税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2307003/5/0	true	READY_AUTO	line-level strong price context
B	158	P00370	01E2307003	F0001	京都府	医療法人いちまる整形外科クリニック	第二種	PRP	AUTO	22000	税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2307003/5/0	true	READY_AUTO	line-level strong price context
B	159	P00371	01E2403003	F0002	京都府	医療法人エムスカイ 松木整形外科クリニック	第二種	PRP	AUTO	150000	税別	1 回	APS|GPS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2403003/5/0	true	READY_AUTO	
B	159	P00371	01E2403003	F0002	京都府	医療法人エムスカイ 松木整形外科クリニック	第二種	PRP	AUTO	300000	税別	1 回	APS|GPS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2403003/5/0	true	READY_AUTO	
B	160	P00372	01E2506010	F0004	京都府	医療法人京都翔医会 西京都病院	第二種	PRP	QC	99000	不明		ACP|Angel	Arthrex	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2506010/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
B	160	P00372	01E2506010	F0004	京都府	医療法人京都翔医会 西京都病院	第二種	PRP	QC	330000	不明		ACP|Angel	Arthrex	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2506010/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
B	160	P00372	01E2506010	F0004	京都府	医療法人京都翔医会 西京都病院	第二種	PRP	QC	55000	不明		ACP MAX|ACP	Arthrex	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2506010/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
B	160	P00372	01E2506010	F0004	京都府	医療法人京都翔医会 西京都病院	第二種	PRP	QC	209000	不明		ACP MAX|ACP|Angel	Arthrex	https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2506010/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
B	160	P00372	01E2506010	F0004	京都府	医療法人京都翔医会 西京都病院	第二種	PRP	QC	385000	不明				https://saiseiiryo.mhlw.go.jp/published_plan/download/01E2506010/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
