lane	queue_index	plan_id	mhlw_plan_code	facility_id	prefecture	facility	category	treatment_class	status	amount	tax	unit	products	makers	document_url	ranking_eligible	merge_status	qc_reason
B	1	P00139	01C2307045	F0062	千葉県	医療法人平成博愛会 印西総合病院	第二種	PRP	QC	55000	税込	1 回	ACP|APS	Arthrex|Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2307045/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
B	1	P00139	01C2307045	F0062	千葉県	医療法人平成博愛会 印西総合病院	第二種	PRP	QC	110000	不明		GPS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2307045/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
B	1	P00139	01C2307045	F0062	千葉県	医療法人平成博愛会 印西総合病院	第二種	PRP	QC	275000	不明		APS|GPS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2307045/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
B	2	P00140	02C2512026	F0065	千葉県	医療法人成春会 北習志野花輪病院	第二種	PRP	AUTO	40000	税別	1 回			https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2512026/5/0	true	READY_AUTO	
B	2	P00140	02C2512026	F0065	千葉県	医療法人成春会 北習志野花輪病院	第二種	PRP	AUTO	70000	税別	1 回			https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2512026/5/0	true	READY_AUTO	
B	3	P00141	02C2606091	F0068	千葉県	医療法人社団 淳英会 Jメディカルおゆみの	第二種	脂肪由来ASC	QC	500000	不明	1回			https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2606091/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
B	3	P00141	02C2606091	F0068	千葉県	医療法人社団 淳英会 Jメディカルおゆみの	第二種	脂肪由来ASC	QC	800000	不明	1回			https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2606091/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
B	3	P00141	02C2606091	F0068	千葉県	医療法人社団 淳英会 Jメディカルおゆみの	第二種	脂肪由来ASC	QC	800000	不明	2回			https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2606091/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
B	3	P00141	02C2606091	F0068	千葉県	医療法人社団 淳英会 Jメディカルおゆみの	第二種	脂肪由来ASC	QC	17600	税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2606091/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
B	4	P00152	01C2409052	F0058	千葉県	医療法人社団オルソプラス むらた整形外科	第三種	PRP	AUTO	55000	税込	両側			https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2409052/5/0	true	READY_AUTO	line-level strong price context
