lane	queue_index	plan_id	mhlw_plan_code	facility_id	prefecture	facility	category	treatment_class	status	amount	tax	unit	products	makers	document_url	ranking_eligible	merge_status	qc_reason
A	51	P00727	02D2512001	F0515	愛知県	藤田医科大学病院	第二種	PRP	AUTO	150000	税込	1 回	APS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/02D2512001/5/0	true	READY_AUTO	line-level strong price context
A	51	P00727	02D2512001	F0515	愛知県	藤田医科大学病院	第二種	PRP	AUTO	300000	税込	1 回	APS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/02D2512001/5/0	true	READY_AUTO	line-level strong price context
A	52	P00728	02D2512004	F0515	愛知県	藤田医科大学病院	第二種	PRP	AUTO	100000	不明	1 回	APS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/02D2512004/5/0	true	READY_AUTO	
A	52	P00728	02D2512004	F0515	愛知県	藤田医科大学病院	第二種	PRP	AUTO	300000	不明	1 回	APS	Zimmer Biomet	https://saiseiiryo.mhlw.go.jp/published_plan/download/02D2512004/5/0	true	READY_AUTO	
A	53	P00729	01D2507002	F0516	愛知県	豊田土橋リウマチクリニック	第二種	脂肪由来幹細胞	AUTO	1650000	税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/01D2507002/5/0	true	READY_AUTO	line-level medium price context
A	54	P00736	01C2512014	F0452	新潟県	医療法人社団KOSMI こん整形外科クリニック	第三種	PRP	AUTO	55000	税込		ACP MAX|ACP	Arthrex	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2512014/5/0	true	READY_AUTO	
A	54	P00736	01C2512014	F0452	新潟県	医療法人社団KOSMI こん整形外科クリニック	第三種	PRP	AUTO	165000	税込		ACP MAX|ACP	Arthrex	https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2512014/5/0	true	READY_AUTO	
A	55	P00735	01C2411011	F0451	新潟県	医療法人社団ibis こばり坂クリニック	第三種	PRP	QC	110000	税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2411011/5/0	false	REVIEW_QC_CANDIDATE	no price found after text/OCR pass
A	56	P00637	01C2411010	F0451	新潟県	医療法人社団ibis こばり坂クリニック	第二種	PRP	QC	270000	税込				https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2411010/5/0	false	REVIEW_QC_CANDIDATE	price candidates remain ambiguous
A	57	P00737	01C2605008	F0453	新潟県	医療法人社団おおたに整形外科クリニック	第三種	PRP	QC						https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2605008/5/0	false	REVIEW_QC_NO_PRICE	no price found after rescue text/OCR pass
