plan_id	mhlw_plan_code	prefecture	facility	category	treatment_class	price_status	amount	amount_min	amount_max	tax	unit	product	maker	plan_evidence_url	price_source	merge_status
V41_01C2506006	01C2506006	東京都	一般社団法人未来医療センター  SENSHIN CLINIC	第二種	脂肪由来幹細胞	価格確定	3000000			税別	1 回			https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2506006/5/0	AUTO	READY
V41_01C2506006	01C2506006	東京都	一般社団法人未来医療センター  SENSHIN CLINIC	第二種	脂肪由来幹細胞	価格確定	6000000			税別	1 回			https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2506006/5/0	AUTO	READY
V41_01C2603033	01C2603033	東京都	一般社団法人東京LAB 高輪ゲートウェイ駅前整形外科クリニック	第二種	PRP	価格確定	27000			税別				https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2603033/5/0	AUTO	READY
V41_01C2603033	01C2603033	東京都	一般社団法人東京LAB 高輪ゲートウェイ駅前整形外科クリニック	第二種	PRP	価格確定	36000			税別				https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2603033/5/0	AUTO	READY
V41_01C2603033	01C2603033	東京都	一般社団法人東京LAB 高輪ゲートウェイ駅前整形外科クリニック	第二種	PRP	価格確定	70000			税別				https://saiseiiryo.mhlw.go.jp/published_plan/download/01C2603033/5/0	AUTO	READY
V41_02C2602047	02C2602047	東京都	一般社団法人東京リライフ　東京リライフクリニック	第二種	脂肪由来幹細胞	価格確定	2200000			税込	変形性関節症・片膝・幹細胞1回	脂肪由来幹細胞		https://saiseiiryo.mhlw.go.jp/published_plan/download/02C2602047/5/0	AUTO	READY
V41_03C2603001	03C2603001	東京都	一般社団法人東京リライフ　東京リライフクリニック	第二種	PRP	価格確定	242000			税込	PRP 1cc	PRP		https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2603001/5/0	AUTO	READY
V41_03C2603001	03C2603001	東京都	一般社団法人東京リライフ　東京リライフクリニック	第二種	PRP	価格確定	435600			税込	PRP 2cc	PRP		https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2603001/5/0	AUTO	READY
V41_03C2603001	03C2603001	東京都	一般社団法人東京リライフ　東京リライフクリニック	第二種	PRP	価格確定	580800			税込	PRP 3cc	PRP		https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2603001/5/0	AUTO	READY
V41_03C2603001	03C2603001	東京都	一般社団法人東京リライフ　東京リライフクリニック	第二種	PRP	価格確定	677600			税込	PRP 4cc	PRP		https://saiseiiryo.mhlw.go.jp/published_plan/download/03C2603001/5/0	AUTO	READY
